id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
336002,take seriously ?,take seriously ?,1,1.0000000000000002,1.0,0,1.0
336003,jews hate germans ?,german jews treated hitler wwi ?,0,0.0,0.0,19,0.896551724137931
336004,way western roman empire could survived ?,eastern roman empire never able take back territory west western roman empire fell ?,0,0.0,0.09999999999999998,59,0.8717948717948718
336005,difference meaning concept ?,difference meaning `` thanks insight '' `` thanks insights '' ?,0,0.0,0.0,40,0.7878787878787878
336006,google deactivate gmail account used ? long deactivate ?,know gmail account deactivated ?,0,0.0,0.0,29,0.9090909090909091
336007,"'m bca graduate currently working infosys ( testing executive ) . want master 's . bits ? yes , go admission process ?","currently 'm pursuing master 's science bits pilani , wilp . go publishing papers international magazines ? requirements approach ?",0,0.0,0.0,106,0.8148148148148148
336008,refund adjustment order issued ?,could blood pressure/arrhythmia drugs cause blood sugar high plus weigh loss frequent urination ?,0,0.0,0.0,78,0.717948717948718
336009,makes one confident ?,makes people confident ?,1,0.0,0.0,4,0.9333333333333333
336010,rejoin tcs 1.5 years separation . eligible hike ?,ex tcs employee . rejoin contact ?,0,0.0,0.0,35,0.8
336011,laminating floor ?,laminate flooring installed ?,0,0.0,0.0,15,0.8888888888888888
336012,ways lose 45 pounds 5 months ?,lose weight quickly ?,0,0.0,0.0,22,0.6470588235294118
336013,difference dwarf midget ?,difference midget dwarf ?,1,0.0,0.0,12,1.0
336014,makes comfortable work-appropriate shoes women ?,comfortable fashionable women 's shoes wear every day business casual business ?,0,0.0,0.0,59,0.8095238095238095
336015,'s main purpose c++ ?,main purpose python ?,0,0.0,0.0,9,0.8
336016,people see viewed instagram ?,app see viewed pictures instagram ?,1,0.0,0.0,14,0.8823529411764706
336017,long distance relationship work ?,long distance relationship work ?,1,0.0,0.0,0,1.0
336018,mother hates ?,wife hates mother ?,0,0.0,0.0,12,0.8695652173913043
336019,learn hacking beginner ?,learn hacking ?,1,0.0,0.0,9,0.96
336020,"average relative humidity san francisco high , yet n't experience humid place ?",call electrical problem san francisco ? someone know handymen n't charge super high work ?,0,0.0,0.0,59,0.875
336021,amcat reasoning syllabus ?,tough amcat ?,0,0.0,0.0,20,0.6666666666666666
336022,'s good business idea ?,good business ideas ?,1,0.0,0.0,4,0.96
336023,quora count views ?,quora views counted ?,1,0.0,0.0,11,0.967741935483871
336024,"gate score scaled 1000 , even exam written 100 ?",difference gate score mark obtained 100 ?,1,0.0,0.0,33,0.8
336025,much voltage solar panel 300w ?,much person get salary finishes mba liba ?,0,0.0,0.0,24,0.8
336026,start preparation ias exam ?,start preparation ias exam ?,1,0.0,0.0,0,1.0
336027,lnm institute information technology underrated ?,review lnm institute information technology ?,0,0.0,0.0,18,0.9230769230769231
336028,best activities children visiting bogotá ?,"best activities children visiting ottawa , ?",0,0.0,0.0,8,0.918918918918919
336029,( 'm girl ) friend sends heart emojis `` wuv '' alot . speak texts . like ?,'m love girl relationship . good friends . came know feelings friend . said n't feelings . means world . anyway make understand make mine ?,0,0.0,0.0,97,0.8679245283018868
336030,happen money foreign banks demonetizing 500 1000 rupee notes ?,demonetizing rs 500 1000 currencies affects indian economy ? affect black money swiss accounts ?,1,0.0,0.0,74,0.8979591836734694
336031,health condition jayalalitha ?,health condition tamilnadu cm jayalalitha ?,1,0.0,0.0,13,0.9333333333333333
336032,happen cancel tqwl tickets charting done ?,cant cancel movie tickets ?,0,0.0,0.0,24,0.7272727272727273
336033,google maps detect traffic levels ?,google maps collect real-time traffic data ?,1,0.0,0.0,19,0.9411764705882353
336034,best websites learn spoken hindi ( basics ) ?,best easiest way learn spoken hindi online ?,0,0.0,0.0,17,0.8947368421052632
336035,best manufacturing company work ?,best manufacturing companies work ?,1,0.0,0.0,3,0.9743589743589743
336036,long-lasting favourite movie never get bored watching ?,movie could watch never get bored ?,1,0.0,0.0,31,0.926829268292683
336037,governor reserve bank india appointed ?,appointes governor reserve bank india ?,0,0.0,0.0,20,1.0
336038,rahul gandhi want prove calling modi 'khoon ka dalal ' ?,rahul gandhi accused narendra modi 'khoon ki dalali ' ?,1,0.0,0.0,18,0.8717948717948718
336039,benefits running everyday hour ?,every informed person could vote trump . people dont research clinton ?,0,0.0,0.0,57,0.8205128205128205
336040,compare position stars night sky notice ?,frogs see lot stars night sky human ?,0,0.0,0.0,19,0.8571428571428571
336041,australian cattle dog/pointer mix puppy afraid cats ?,yorkie/corgi mix afraid cats ?,1,0.0,0.0,30,0.8717948717948718
336042,feel dance ?,feel dance ?,1,0.0,0.0,0,1.0
336043,"start energy company , primarily oil gas africa ?","start energy company , primarily oil gas u.s. ?",0,0.0,0.0,6,0.918918918918919
336044,unit photosynthesis ?,unit photosynthesis ?,1,0.0,0.0,0,1.0
336045,often wash hair ?,often oil hair wash hair ?,0,0.0,0.0,9,0.9629629629629629
336046,"go predicting individual user 's expertise human intelligent task ( hit ) based prediction , present user hits might good ?",could google predict `` site might hacked '' ?,0,0.0,0.0,99,0.8260869565217391
336047,causes drug addiction ?,drug addiction : causes alcoholism ?,0,0.0,0.0,27,0.875
336048,exercise help pass meth drug test ?,pass urine test meth suragel ?,1,0.0,0.0,22,0.875
336049,keep breath going song ?,reduce sleep quota ?,0,0.0,0.0,18,0.6206896551724138
336050,belief bias affect reasoning ?,tell nintendo 3ds xl japan usa ?,0,0.0,0.0,25,0.6451612903225806
336051,find software projects find bugs get paid ?,get software projects us uk ?,0,0.0,0.0,19,0.8571428571428571
336052,improve pronunciation english words ?,improve overall native english language ?,1,0.0,0.0,19,0.918918918918919
336053,best english hindi translation bulleh shah 's poetry ?,best beat poetry ?,0,0.0,0.0,37,0.7333333333333333
336054,get free psn generator surveys ?,best free ways promote cpa survey offer ?,0,0.0,0.0,23,0.8125
336055,"slavery abolished united states 19th century , would still 21st century ?","early 20th century , great britain battle plan counter rise united states . plan entail ?",0,0.0,0.0,64,0.8260869565217391
336056,cheapest live united states ?,inexpensive cities ( suburbs ) live united states ?,1,0.0,0.0,25,0.8235294117647058
336057,verdict mary kay concepcion trial ?,oj simpson acquitted ? factors went juror 's decision ? prosecution lose case ?,0,0.0,0.0,59,0.7368421052631579
336058,live relatively young universe compare age earth life ?,anyone age 18 lived mediocre life ?,0,0.0,0.0,36,0.7894736842105263
336059,'s new year resolutions 2017 accomplish goal ?,new years resolutions 2017 ?,1,0.0,0.0,20,0.8571428571428571
336060,pros cons thr unity 5 engine ?,pros cons unity ?,1,0.0,0.0,13,0.8571428571428571
336061,better chance getting accepted ivy league school ?,improve chances accepted ivy league school ?,1,0.0,0.0,15,0.95
336062,complicated games hundreds thousands dollars put usually end boring ?,planet earth becomes lighter satellites launched ?,0,0.0,0.0,50,0.9743589743589743
336063,speed thinking ?,speed thought ?,1,0.0,0.0,6,0.782608695652174
336064,26 years old done graduation open university ... want opt ias .. next steps ?,m.a sociology 26 years old . prepare ias officer ?,0,0.0,0.0,58,0.7804878048780488
336065,green dot next phone icon messenger mean person call ?,messenger icons mean ?,0,0.0,0.0,39,0.8
336066,best programming language start learning ?,valuable programming language future learn ?,1,0.0,0.0,15,0.9090909090909091
336067,question today ?,questions ask today ?,1,0.0,0.0,5,0.9629629629629629
336068,make conference call jio ?,solve issues making calls jio ?,0,0.0,0.0,17,0.8
336069,runtime errors handled c++ ?,runtime error ?,0,0.0,0.0,13,0.7407407407407407
336070,could accept video games art form ?,video games art ? ? good examples ?,1,0.0,0.0,28,0.8823529411764706
336071,incorporating company registering one ?,americans tend agree judges political appointments ?,0,0.0,0.0,41,0.8484848484848485
336072,"closest croatian equivalent ( one ) following words : startup , entrepreneurship , entrepreneur , business , scaleup new business ?","closest turkish equivalent ( one ) following words : startup , entrepreneurship , entrepreneur , business , scaleup new business ?",0,0.0,0.0,7,0.9811320754716981
336073,quora views counted ? see two answers written time one far views .,quora views counted ?,1,0.0,0.0,45,0.9142857142857143
336074,song plays end credits 2002 movie son ?,song plays end credits 2002 movie saathiya ?,0,0.0,0.0,7,0.975609756097561
336075,best time go bed ?,best time go bed ?,1,0.0,0.0,0,1.0
336076,spirit made ?,spirits really enter unknown body ?,0,0.0,0.0,24,0.6896551724137931
336077,good plasti dip ?,much weight plasti dip add car ?,0,0.0,0.0,19,0.7142857142857143
336078,people pnw rude ?,people pnw rude ?,1,0.0,0.0,0,1.0
336079,good resources learn intellectual property ?,best resources learn intellectual property law ?,1,0.0,0.0,8,0.8823529411764706
336080,bipolar ?,psychopath bipolar ?,0,0.0,0.0,11,0.782608695652174
336081,earth rotate keeps rotating ?,earth rotating ?,1,0.0,0.0,13,0.88
336082,favorite picture took japan ?,unique experiences miss japan ?,0,0.0,0.0,19,0.7096774193548387
336083,average age rbi grade b officers ?,average age people getting rbi grade b ?,1,0.0,0.0,21,0.7586206896551724
336084,"drive edmonton auckland described , cities ' attractions compare toronto ?","drive edmonton auckland , notable features route compare canadian cities ?",1,0.0,0.0,38,0.9523809523809523
336085,distinction dissociative amnesia fugue ?,get amnesia without hurting ?,0,0.0,0.0,30,0.7741935483870968
336086,think move banning 500 1000 rupee notes india ( nov 2016 ) ?,think abolishing 500 1000 rupee currency notes indian government ?,1,0.0,0.0,28,0.8627450980392157
336087,laugh bad things happen ?,cheap bad thing ?,0,0.0,0.0,13,0.8571428571428571
336088,ban 500 1000 notes ?,benefits banning 500 1000 rupees india ?,1,0.0,0.0,23,0.7333333333333333
336089,best way start conversation girl college ?,start conversation junior girl university ?,0,0.0,0.0,25,0.8823529411764706
336090,earn money facebook creating page ?,find visited facebook page ?,0,0.0,0.0,19,0.8235294117647058
336091,colour ?,colour ?,0,0.0,0.0,0,1.0
336092,news stories faked get ad revenue ?,news adding dislike button facebook real fake ?,0,0.0,0.0,30,0.8888888888888888
336093,collect information required ?,`` man scar '' october 1925 international magazine summary assignment w. somerset maugham ?,0,0.0,0.0,71,0.6046511627906976
336094,many quorans obsessed iq ?,everyone quora obsessed iq ?,1,0.0,0.0,9,0.9333333333333333
336095,get university washington ?,get university washington ?,0,0.0,0.0,0,1.0
336096,"reproduction , difference ovarian cycle oestrous cycle ?",adp atp cycles differ ?,0,0.0,0.0,43,0.8484848484848485
336097,pros cons hiding depression ?,city recommend 17-year-old student ? 's pros cons ?,0,0.0,0.0,36,0.6470588235294118
336098,study android programming want enter mobile game industry learn unity forget underlying code behind android games ?,"want use unity 3d make games , coding/programming language would important learn ? would even necessary learn ?",0,0.0,0.0,91,0.8260869565217391
336099,get rid marks left pimples ?,get rid pimple marks naturally ?,0,0.0,0.0,17,0.875
336100,much take start business ?,much money need start business ?,1,0.27600921455739064,0.0,9,0.875
336101,get white eyes whiter ?,get whiter eyes ?,0,0.0,0.0,8,1.0
336102,orgasm feel ?,feel orgasm ?,0,0.0,0.0,10,1.0
336103,12th class pcb student want complete studies abroad ?,class 9th . want study class 11th 12th abroad pcb subject . taking sat enough need give another exam pcb ?,0,0.0,0.0,76,0.84
336104,learn believe stop negative self talk ?,stop negative self talk ruining academic life ?,1,0.0,0.0,35,0.8648648648648649
336105,want buy iphone 7 7plus one better ?,buy iphone 7 iphone 7plus iphone 8 ?,0,0.0,0.0,21,0.8484848484848485
336106,hands shaking time ?,hands shake lot ?,0,0.0,0.0,7,0.8
336107,lose 7kgs 2 weeks ?,lose 10 kgs 2 week ?,1,0.0,0.0,4,0.8695652173913043
336108,best way clean engine ?,'s best way clean engine ?,1,0.0,0.0,3,0.9655172413793104
336109,site someone learn better knowledge cyber security free ?,website learn cyber security completely free charge ?,1,0.0,0.0,39,0.9047619047619048
336110,improve immunity ?,improve immunity power ?,0,0.0,0.0,6,0.9629629629629629
336111,characteristics dry sense humor ?,`` dry '' sense humor ?,0,0.0,0.0,17,0.8
336112,best manga 2016 ?,best mangas 2016 ?,1,0.0,0.0,1,1.0
336113,treaty versailles solely blame germany starting world war ?,germany lose wwii ?,0,0.0,0.0,46,0.875
336114,connected nature ?,ways connected nature ?,1,0.0,0.0,5,0.88
336115,identifying passion ?,find passion ?,0,0.0,0.0,8,0.8333333333333334
336116,nostradamus predicts 9/11 ? predictions famous ?,nostradamus predict 9/11 ? important predictions make ?,1,0.0,0.0,16,0.9473684210526315
336117,start hedge fund ?,start hedge fund ?,1,0.0,0.0,0,1.0
336118,prepare tcs campus placement ?,need prepare tcs campus recruitment ?,0,0.0,0.0,12,0.8888888888888888
336119,reviews 85w magsafe power adapter ?,review apple 's magsafe 60w power adapter ?,0,0.0,0.0,13,0.8421052631578947
336120,free erotic literature online ?,many men spank wives ?,0,0.0,0.0,24,0.46153846153846156
336121,people social networking sites annoying ?,things people social networks really annoy ?,0,0.0,0.0,19,0.9714285714285714
336122,healthy sleep 5 hours day ?,healthy sleep 6 hours day ?,0,0.0,0.0,1,0.9333333333333333
336123,causes itchy hands feet shower ?,cause itchy hands ?,0,0.0,0.0,13,0.8666666666666667
336124,mermaids really exist ?,vampires really exist ?,1,0.0,0.0,6,0.8888888888888888
336125,ngos bangalore volunteer weekends holidays ?,ngo pune teach kids weekend ?,0,0.0,0.0,28,0.8108108108108109
336126,prepare kv computer pgt exam ?,many times pgt exams conducted year kvs ?,0,0.0,0.0,29,0.8571428571428571
336127,questions one seek answer purpose fundamental analysis company ( references stock market trading ) ?,fundamental analysis stock market ?,0,0.0,0.0,65,0.8571428571428571
336128,best arguments socialism ?,best arguments code reviews new startup ?,0,0.0,0.0,21,0.8571428571428571
336129,get thin waist ?,get smaller waist ?,1,0.0,0.0,7,0.782608695652174
336130,much trip goa cost ?,much one week trip goa cost ?,1,0.0,0.0,9,0.875
336131,google interview ?,google interview ?,0,0.0,0.0,0,1.0
336132,everyone think intj ?,intj thing ?,0,0.0,0.0,14,0.6666666666666666
336133,jailbreak ipod 5 ios 9 ?,jailbreak ios 6.1.4 iphone 5 ?,0,0.0,0.0,12,0.7777777777777778
336134,unlock samsung galaxy s3 ?,ca n't log google samsung galaxy s3 ?,0,0.0,0.0,14,0.875
336135,sensitive man often seen gay ? gay men often seen sensitive people ?,sex seen 'bad ' people ?,0,0.0,0.0,49,0.6206896551724138
336136,south korea developed great economy . ?,south korea become developed nation ?,1,0.0,0.0,18,0.8780487804878049
336137,popular cms ?,best cms ?,0,0.0,0.0,7,0.5263157894736842
336138,play acoustic guitar ?,play acoustic guitar chords ?,0,0.0,0.0,7,0.9333333333333333
336139,good ways write business plan ?,'s best way write business plan ?,1,0.0,0.0,8,0.8823529411764706
336140,mind blank ?,"see perfectly constructed answers quora , write two sentences mind goes blank . something possibly wrong ?",0,0.0,0.0,94,0.5555555555555556
336141,programming language learn want 2d mmorpg game ?,code language learn make single player card game ?,1,0.0,0.0,29,0.8
336142,best pictures showcase religion ?,best pictures showcase humanity ?,0,0.0,0.0,7,0.8888888888888888
336143,`` pot calling kettle black '' mean ?,phrase `` pot calling kettle black '' mean ?,1,0.0,0.0,7,0.918918918918919
336144,concept religion ?,religion ?,0,0.0,0.0,8,0.8571428571428571
336145,high airplanes fly ?,airplane stand still mid air ?,0,0.0,0.0,22,0.7407407407407407
336146,"since told smell , constantly hearing word smell ’ around people ?",way become dealer ktm bikes showroom ?,0,0.0,0.0,51,0.8
336147,tap water safe drink atlanta ?,tap water brooklyn safe drink ?,0,0.0,0.0,17,0.9090909090909091
336148,wifi slower upgrading windows 10 pro ?,download install windows 10 ?,0,0.0,0.0,21,0.7741935483870968
336149,happened hillsborough disaster ?,hillsborough disaster happened ?,1,0.0,0.0,18,1.0
336150,korean ( language ) : 친구해도 될까요~ ? mean ?,korean ( language ) : ㅋ mean ?,0,0.0,0.0,11,0.7692307692307693
336151,usa control illuminati ?,illuminati real ?,0,0.0,0.0,17,0.8333333333333334
336152,trump completely destroyed chances woo conservative hispanics support ?,donald trump begun pivot new campaign managers recent acts ?,0,0.0,0.0,56,0.9
336153,"basis employer , hr decide hike percentage employee ?","wipro give hike everyone ignore employees . , basis ?",0,0.0,0.0,41,0.8571428571428571
336154,incorporate company ?,best way register company ?,1,0.0,0.0,14,0.8666666666666667
336155,security features new rs . 500 rs . 2000 notes ?,safe new rs 500 rs 2000 indian currency notes ?,1,0.0,0.0,32,0.9473684210526315
336156,best heritage hotel ranikhet ?,best heritage hotel ranikhet ?,1,0.0,0.0,0,1.0
336157,actually happens bermuda triangle ?,mystery hidden bermuda triangle ?,1,0.0,0.0,11,0.9444444444444444
336158,"ecology : treeline colorado , usa much higher europe ?",colorado much molybdenum ?,0,0.0,0.0,37,0.7777777777777778
336159,pixar 's strategic alliances market ?,eligible jee main 2017 improved marksheet rajasthan board year 2017 5 subject marks ?,0,0.0,0.0,67,0.6666666666666666
336160,best workout gym beginners ?,best exercise gym beginners ?,1,0.0,0.0,7,0.8
336161,crush friend 's best friend . ?,crush girl ex-crush 's best friend . ?,0,0.0,0.0,11,0.8888888888888888
336162,learn new foreign languages ?,quickly efficiently learn new language ?,0,0.0,0.0,25,0.7741935483870968
336163,suicide rate high japan ?,suicide rate high japan ? japanese take failure negatively driven suicide ?,1,0.0,0.11111111111111116,50,0.8648648648648649
336164,attain supernatural powers meditation ?,possible occupy supernatural powers meditation ?,1,0.0,0.0,14,0.9142857142857143
336165,ceaser give apes cookie ?,"drop cookie `` dry '' edible food floor , food really dirty ?",0,0.0,0.0,48,0.625
336166,different strategies adopted samsung different countries ?,different strategies adopted bmw different countries ?,0,0.0,0.0,6,0.9444444444444444
336167,"best professors iiest , shibpur ? ( formerly besus )","best photos iiest , shibpur ?",0,0.0,0.0,25,0.8125
336168,terms `` defense '' `` national security '' basically orwellian euphemisms warmongering surveillance ?,formal way say `` asshole '' ?,0,0.0,0.0,83,0.75
336169,cure cancer ?,cure cancer naturally ?,0,0.0,0.0,10,0.8421052631578947
336170,get started data science ?,book buy first learning data science basics ?,0,0.0,0.0,25,0.7741935483870968
336171,"human beings evolved monkeys , still monkeys today ?",evolved apes still apes around today ?,1,0.0,0.0,31,0.7777777777777778
336172,know someone 's facebook email password ?,forgot email kik ?,0,0.0,0.0,30,0.6875
336173,best way add users group linux ?,add users group linux ?,1,0.0,0.0,9,0.8823529411764706
336174,interesting areas communications could undergraduate honors thesis ?,interesting areas agriculture could undergraduate honors thesis ?,0,0.0,0.0,12,0.9696969696969697
336175,best career option commerce student ?,best courses commerce stream students 12th ?,1,0.0,0.0,24,0.8484848484848485
336176,market demand schedule ?,hillary clinton never good golda meir ?,0,0.0,0.0,29,0.75
336177,best open source projects one initially start contributing ?,open source projects simple enough beginners start working ?,1,0.0,0.0,31,0.8717948717948718
336178,best hindi short films ?,best indian ( hindi & languages ) short films ?,1,0.0,0.0,23,0.8333333333333334
336179,hartnell governor works ?,happens governor used engine ?,0,0.0,0.0,16,0.7333333333333333
336180,exercises reduce humped nose ?,cat scratch nose front leg ?,0,0.0,0.0,24,0.6206896551724138
336181,get internship ogilvy & mather ?,review ogilvy mather ?,0,0.0,0.0,13,0.8484848484848485
336182,ways convince parents love marriage ?,convince mom love marriage ?,1,0.0,0.0,12,0.8387096774193549
336183,best college india msc mathematics ?,best colleges india msc physics ?,0,0.0,0.0,8,0.9411764705882353
336184,gst comes road tax states ?,"abolished taxes united states america , would still government ?",0,0.0,0.0,49,0.7428571428571429
336185,"view someone 's linkedin profile logged , incognito mode , person know ?","someone company applied repeatedly views linkedin profile , contacted . ?",0,0.0,0.0,54,0.8837209302325582
336186,farah khan judging indian idol ?,farah khan judging indian idol ?,1,0.0,0.0,0,1.0
336187,start graphic design business ?,start graphic design business ?,0,0.0,0.0,0,1.0
336188,hans zimmer get inspiration composing ?,"better musician/composer , thomas newman hans zimmer ?",0,0.0,0.0,42,0.8333333333333334
336189,edward witten put much text slides ?,"smarter , edward witten stephen hawking ?",0,0.0,0.0,27,0.8
336190,"turkey part middle east , anatolia ?",turkey part middle east ? magical superposition place ?,1,0.0,0.0,23,0.918918918918919
336191,get mix tracks dj services sydney ?,get mix tracks dj party sydney ?,1,0.0,0.0,7,0.9444444444444444
336192,get dad christmas ?,whats best present get dad christmas ?,1,0.0,0.0,19,0.8666666666666667
336193,"better place paragliding , kamshet saputara ?","reason get anxious try fearless , cold emotionless . normal ?",0,0.0,0.0,47,0.7804878048780488
336194,orgasm puberty ?,stages puberty ?,0,0.0,0.0,5,0.9230769230769231
336195,edward snowden considered hero ?,edward snowden considered hero ?,0,0.0,0.0,0,1.0
336196,best smartphone inr 15000 ?,best android device buy ₹15000 ?,1,0.0,0.0,16,0.7567567567567568
336197,increase speed solving questions aptitude ?,increase speed solving aptitude problems ?,0,0.0,0.0,16,0.918918918918919
336198,2600mah mean buying power bank cellphone ?,"xiaomi 10400 mah . charging , led 's blinking together . ?",0,0.0,0.0,40,0.6808510638297872
336199,good reference books study cognitive computing detail ?,best introduction computer science books ?,0,0.0,0.0,43,0.8421052631578947
336200,companies use haskell ?,use cases usage haskell language ideal ?,0,0.0,0.0,24,0.8275862068965517
336201,figure facebook password ?,figure facebook password ?,1,0.0,0.0,0,1.0
336202,would died n't done side flip ?,"marcus aurelius n't died suddenly 180 ad , would invaded germania ?",0,0.0,0.0,48,0.6666666666666666
336203,inspiring better person ?,top three things truly inspire better person ?,0,0.0,0.0,24,0.8571428571428571
336204,best books riemann hypothesis ?,best book engineering students understand riemann hypothesis ?,1,0.0,0.0,31,0.9142857142857143
336205,create npm module ?,create npm package used others ?,1,0.0,0.0,17,0.8387096774193549
336206,pros/cons one kid ?,advantages one kid ?,1,0.0,0.0,9,0.6923076923076923
336207,"layman accessible work application oral epic analysis ( works parry , lord etc . ) vedas indian epics ?",sell donald trump shirt ?,0,0.0,0.0,87,0.7
336208,would happen us world donald trump got assassinated day became president ? would incident influence people ?,chain events would happen donald trump assassinated today ?,0,0.0,0.0,74,0.9047619047619048
336209,indian education minister ?,name indian education minister 2016 ?,1,0.0,0.0,10,0.875
336210,highly intelligent people believe god ?,supposedly intelligent people believe god ?,0,0.0,0.0,8,0.9032258064516129
336211,happens cpec baluchistan gets separated pakistan ?,exactly would outcome independence referendum pakistani baluchistan ?,0,0.0,0.0,51,0.8292682926829268
336212,cold war happened ?,"cold war , end ?",1,0.0,0.0,5,0.88
336213,quora much trump ?,quora hate donald j trump ?,1,0.0,0.0,13,0.7857142857142857
336214,investment banking associate ?,investment bank ?,0,0.0,0.0,13,0.8888888888888888
336215,youtube red come canada ?,youtube red available canada ?,1,0.0,0.0,8,0.8666666666666667
336216,name 'the wall ' evolve rahul dravid ?,rahul dravid get bharat ratna ?,0,0.0,0.0,28,0.8125
336217,best ways perform group discussion ?,perform group discussion ?,1,0.0,0.0,10,0.8571428571428571
336218,benefits qualifying ugc net exam ?,engineers need qualify net exam ?,0,0.0,0.0,19,0.8888888888888888
336219,good coaching centres ca ipcc delhi ?,best coaching centre ca-ipcc india ?,0,0.0,0.0,11,0.9090909090909091
336220,major social faux pas avoid visiting ethiopia ?,major social faux pas avoid visiting sweden ?,0,0.0,0.0,8,0.9545454545454546
