id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
372003,main trends fintech 2016 ?,biggest fintech trends 2015 ?,0,0.6021377483625252,0.33333333333333337,17,0.8333333333333334
372004,yo fall love someone ?,fall love ?,1,0.0,0.0,11,0.8
372005,explanation ending movie go ?,happened end inception ? 's truth behind spinning top ?,0,0.0,0.0,40,0.6666666666666666
372006,"second year extc engineering criteria , process exams becoming pilot ?",second year student electrical engineering one iits . course action order get harvard stanford ms ?,0,0.0,0.0,60,0.7804878048780488
372007,"software testing professional 8.5yrs experience . salary 3.8lpa.can still hope survive , progress earn good field ?",3.5 years experience software testing . good idea resume software testing career 3 years break ?,0,0.0,0.0,86,0.8461538461538461
372008,see viewed video posted instagram ?,see video instagram ?,0,0.0,0.0,14,0.9333333333333333
372009,best joke ever heard ?,funniest jokes / stories ever heard ?,1,0.0,0.0,16,0.8125
372010,"setting aside religious teachings , consider possible evidence life death ?",evidence something death ?,1,0.0,0.0,55,0.7777777777777778
372011,"sahara , average temperatures compare ones simpson desert ?","sahara , average temperatures compare ones namib desert ?",1,0.0,0.0,6,0.9743589743589743
372012,fix dewalt battery ?,replace battery cells dewalt cordless drill ?,1,0.0,0.0,33,0.8
372013,wearing women 's clothes acceptable ?,socially acceptable women wear men 's clothing men wear women 's clothing ?,0,0.0,0.0,52,0.9743589743589743
372014,really important girlfriend life ?,girlfriend important life ?,1,0.0,0.0,20,0.967741935483871
372015,view someone 's profile private instagram ?,view someone 's private instagram ?,0,0.0,0.0,8,0.9411764705882353
372016,appeal allowed uk get back visa ?,work us company uk work visa ?,0,0.0,0.0,21,0.7058823529411765
372017,fastudent.com ?,b com ?,0,0.0,0.0,10,0.5
372018,boxing dying ?,boxing still allowed although clear punch many people died due injuries boxing ?,0,0.0,0.0,66,0.6060606060606061
372019,tell parent failed vtu engineering exam ?,tell parents failed test ?,1,0.0,0.0,19,0.8
372020,"suitable solar panel installation provider near san bernardino , california ca ?","good solar panel installation provider alhambra , california ca ?",0,0.0,0.0,22,0.9
372021,phrase correct : `` hallway '' `` hallway '' ?,different corridor hallway aisle passage & porch english ?,0,0.0,0.0,42,0.7567567567567568
372022,best hollywood movies based history ?,best hollywood historical movies ?,1,0.0,0.0,18,0.9714285714285714
372023,get screen resolution & insert mysql ?,connect insert data mysql html form ?,0,0.0,0.0,32,0.8
372024,islam revere jesus christ prophet ?,jesus revered islam ?,0,0.0,0.0,23,0.8
372025,makes game good game ?,makes game good ?,1,0.0,0.0,5,1.0
372026,best private elementary schools montréal ? experiences ?,best private elementary schools atlanta ? experiences ?,0,0.0,0.0,7,0.9743589743589743
372027,safe use melatonin diphenhydramine together sleep ?,5 hour sleep cycle safe ?,0,0.0,0.0,40,0.7647058823529411
372028,would define god ?,define god ?,1,0.0,0.0,6,0.8571428571428571
372029,things material engineers/scientists know others n't ?,something metallurgy material science engineers know others n't ?,0,0.0,0.0,30,0.9230769230769231
372030,men like masturbation ?,men masturbate ?,1,0.0,0.0,8,0.8461538461538461
372031,"churchill said , `` islam man like rabies dog . islam deadly disease '' ?",churchill 's quotation evils islam got uk man arrested . would winston churchill arrested said today ?,0,0.0,0.0,63,0.851063829787234
372032,corporate culture like tiptree financial ? culture different companies ?,corporate culture like square 1 financial ? culture different companies ?,0,0.0,0.0,6,0.9473684210526315
372033,china pakistan proposed india join cpec . india join project ?,balochistan wants merge india ?,0,0.0,0.0,44,0.7428571428571429
372034,would spend last 24 hours live ?,"got know world end tomorrow , 24 hours live , last things would like ?",1,0.0,0.0,47,0.8780487804878049
372035,us federal authorities investigating links among real estate businesspeople corrupt russians ?,"campaign ( 2012 ) , voting boxes owned corrupt businessmen , later implying reason cam brady reelected . could really happen real american elections ?",0,0.0,0.0,112,0.7692307692307693
372036,mass moon calculated ?,"mass sun , earth , moon calculated ?",0,0.0,0.0,14,0.896551724137931
372037,began starve throw week ago loose wieght want go back normal ? ruin natural skinniness,nihilism pessimism cured ?,0,0.0,0.0,75,0.7058823529411765
372038,tell 3d touch iphone ?,tips using iphone 3d touch ?,0,0.0,0.0,20,0.896551724137931
372039,cats sleep ?,cats sleep anywhere ?,0,0.0,0.0,9,0.782608695652174
372040,healthy foods also considered good ?,foods considered healthy nutritionists americans ?,0,0.0,0.0,39,0.9142857142857143
372041,booking.com reliable ?,booking.com offering api ?,0,0.0,0.0,10,0.9032258064516129
372042,learn spoken english ?,improve spoken english ?,1,0.0,0.0,6,0.896551724137931
372043,non-deserving people get everything struggle hard years ?,"people get everything want life easily , wo n't get anything even taking much pain get ?",1,0.0,0.0,61,0.7906976744186046
372044,scope masters mechanical engineering usa ? suggest programs mechanical engg wide scope .,scope mechanical design engineers usa ?,1,0.0,0.0,60,0.918918918918919
372045,enhance english writing skills ?,improve english writing skills ?,1,0.0,0.0,6,0.8125
372046,problems food need gain weight . 's best food ?,best diet gain weight ?,1,0.0,0.0,28,0.7647058823529411
372047,technically free udacity projects submit registered ?,regret saying something loved one late ?,0,0.0,0.0,40,0.8205128205128205
372048,see movie lucy luc besson ?,review lucy ( 2014 movie ) ?,0,0.0,0.0,19,0.6666666666666666
372049,difference vector arraylist ?,difference arraylist vector ?,1,0.0,0.0,14,1.0
372050,fit ?,fit germany ?,0,0.0,0.0,8,0.5882352941176471
372051,use number // * [ [ 1800 * 251 * 4919 ] ] * // belkin router techical support number belkin router phone numbers ?,belkin router tech support 's phone number ?,1,0.0,0.0,72,0.723404255319149
372052,'s difference prim algorithm dijkstra algorithm ?,"similarities bfs , prim 's algorithm dijkstra 's ?",0,0.0,0.0,28,0.9047619047619048
372053,much sell 1g scorpion 's venom ?,kill scorpions way n't put risk health baby ?,0,0.0,0.0,35,0.7368421052631579
372054,unethical waste water region abundance water ?,"planning appear ssc cgl 2017.can crack cgl start preparing ? academics : 10th- 92 % ,12th- 85.2 % , graduation- 77 % . ( b.e )",0,0.0,0.0,106,0.6538461538461539
372055,war india pakistan ?,wil war india pakistan ?,1,0.0,0.0,4,0.96
372056,restorative justice ? disadvantages ?,social justice important ?,0,0.0,0.0,20,0.8125
372057,make money fast ?,could make money ?,1,0.0,0.0,11,0.72
372058,delhi metro seats reserved 'ladies ' . age group females called `` ladies '' ?,women called ladies ?,0,0.0,0.0,59,0.6285714285714286
372059,get girlfriend pregnant ?,girlfriend pregnant ?,0,0.0,0.0,4,1.0
372060,happens light-bulb socket lower wattage ( higher wattage ) one socket specifies ?,low wattage tube amps better high wattage ?,0,0.0,0.0,57,0.8
