id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
132001,"lulu , blender , hotornot plus slew clones using badoo platform . pay premium subscription ?",sunglasses affect hotornot.com ratings ?,0,0.17496749096363573,0.06666666666666665,73,0.8571428571428571
132002,ca n't create object abstract class java allow defining constructor body ?,intialize object java default constructor ?,0,0.0,0.0,41,0.8780487804878049
132003,best google search tricks ?,google search tips hacks ?,1,0.0,0.0,11,0.9333333333333333
132004,really hack using kali linux ?,used kali linux ?,0,0.0,0.0,15,0.7857142857142857
132005,best sites learn java programming ?,"java ( programming language ) : recommended books , online resources learning java beginner , intermediate , advanced programmers ?",0,0.0,0.0,103,0.8095238095238095
132006,muslims know saudi arabia 's royal family biggest enemy muslims ?,particle projected 60deg horizontal . radius curvature point trajectory 10m velocity 4x m/s find x ?,0,0.0,0.0,76,0.6666666666666666
132007,"drop ap physics 1 ? really hard school teacher n't explain things , affect college app drop q2 ?",ap physics removed school half class found `` hard '' . could dropped class ! bring back ?,0,0.10310670009037944,0.0,69,0.72
132008,ideal time number hours one sleep ?,much time sleep one need day ?,1,0.0,0.0,21,0.8823529411764706
132009,word 'ahayah ' told god moses . jesus use word represent anytime life ?,"things jesus christ actually true ? son god ? n't god come , instead son ?",0,0.0,0.0,60,0.8636363636363636
132010,grammar : born way study ? correct english ?,best way deal english grammar ?,0,0.0,0.0,33,0.8947368421052632
132011,best assault rifle ?,one best civilian assault rifles ?,1,0.0,0.0,14,0.8571428571428571
132012,like work quora ?,feel work quora ?,1,0.0,0.0,4,0.9166666666666666
132013,facebook : possible hide likes comments facebook timeline ?,hide peoples comments facebook page ?,0,0.0,0.0,30,0.9473684210526315
132014,hotels indore allows staying girlfriend ?,girlfriend visiting mumbai . unmarried . hotels safe us stay entire day ?,0,0.0,0.0,55,0.8421052631578947
132015,"climate california 's coastal regions , compare climate arizona ?","climate california 's coastal regions , compare climate tennessee ?",0,0.0,0.0,9,0.972972972972973
132016,actually dangerous leave car running refilling gas ?,"better cost wise long run , hybrid gas car ?",0,0.0,0.0,38,0.8421052631578947
132017,like living south korea introvert ?,much would cost live south korea month ?,0,0.0,0.0,25,0.8571428571428571
132018,used free vpn china 2016 ?,reliable free vpn ?,0,0.0,0.0,19,0.6451612903225806
132019,best smart phone 2016 ?,best smart phone 2015 ?,0,0.0,0.0,1,0.9411764705882353
132020,ettina hole river diversion project actually pose threat water scarcity coastal areas karnataka ? please elaborate .,hyderabad scarcity water ?,0,0.0,0.0,94,0.7567567567567568
132021,set varnish amazon ec2 ?,better caching : varnish squid ?,0,0.0,0.0,22,0.7058823529411765
132022,create good content seo client 'm expert industry ?,create quality content 're expert industry ?,0,0.0,0.0,19,0.9230769230769231
132023,much weight lose eating ?,much weight lose n't eat ?,1,0.0,0.0,6,0.9696969696969697
132024,sanyo tv wo n't turn ?,would tv turn ?,0,0.0,0.0,12,0.75
132025,"distance relationship , best surprise gift give girlfriend birthday ?",far away girlfriend . gift birthday ?,1,0.0,0.0,46,0.7692307692307693
132026,'s script ?,scripting engine ?,0,0.0,0.0,13,0.8
132027,hack someone 's wi-fi password ?,learn hack wi-fi another thing web ?,1,0.0,0.0,30,0.7567567567567568
132028,recover deleted messages samsung s7/s7 edge ?,rule help exam dates coincide ?,0,0.0,0.0,29,0.7777777777777778
132029,logistic regression ?,`` intuitive '' logic behind logistic regression ?,0,0.0,0.0,29,0.7741935483870968
132030,modi introduce 2000 rupee note ?,necessity introducing 2000 rupee notes ?,1,0.0,0.0,12,0.875
132031,latin translation `` thick thin honor waver '' ?,translation `` book '' latin ?,0,0.0,0.0,27,0.8125
132032,word `` strenuous '' used sentence ?,word `` strenuous '' used sentence ?,1,0.0,0.0,0,1.0
132033,lot news regarding singapore china relationship turning bad recently ? news true ?,singapore china bad relationship ?,1,0.0,0.0,55,0.918918918918919
132034,musicians wear headphones singing recording ?,purpose wearing headphones video singer ?,0,0.0,0.0,24,0.9090909090909091
132035,hp officejet 4620 airprint compare hp color laserjet enterprise m750n ?,hp officejet 4620 airprint compare hp laserjet pro p1102w printer ?,1,0.0,0.0,23,0.9130434782608695
132036,meant dimensions ?,meant dimension ?,1,0.0,0.0,1,1.0
132037,examples organisms prokaryotic cells ?,examples organisms prokaryotic cells ?,1,0.0,0.0,0,1.0
132038,people criminal record allowed practise medicine ?,people `` criminal record '' allowed practise law ?,0,0.0,0.0,14,0.9411764705882353
132039,highest gallantry award india ?,institution india highest number bhatnagar awards ?,0,0.0,0.0,38,0.8125
132040,"'m indian cbse student dropper . jee main rank effective admission nus , singapore ?",'m getting 168 marks jee mains 88.4 cbse . expected rank ?,0,0.0,0.0,59,0.7916666666666666
132041,like knowing daughter porn actress ?,like daughter porn ?,1,0.0,0.0,16,0.9142857142857143
132042,beat boredom ?,overcome boredom ?,1,0.0,0.0,7,0.8
132043,"difference gre gmat ? one hardest , one best ?",differences gre gmat exam ?,1,0.0,0.0,23,0.8484848484848485
132044,important cunnilingus `` indian sex '' ?,oral sex : lot women hate giving blowjobs men like going women ?,0,0.0,0.0,50,0.6829268292682927
132045,person graduation two times ?,bachelor degree post graduate diploma distance education time ?,0,0.0,0.0,40,0.8571428571428571
132046,da vinci michelangelo rivals ?,mona lisa famous ?,0,0.0,0.0,22,0.6666666666666666
132047,muslims hate prime minister narendra modi rss ?,indian muslims hate narendra modi ?,1,0.0,0.0,24,0.967741935483871
132048,'re 13 years old teenager pre-teen ?,'re 13 years old live houston texas drive adult passenger seat ?,0,0.0,0.0,36,0.85
132049,best memory life ? ?,'s best memory life ?,1,0.0,0.0,5,0.9629629629629629
132050,strange girl met till today either trustworthy cheater ?,market size sms otp based two factor authentication ?,0,0.0,0.0,42,0.8
132051,make studying fun ?,make studies fun ?,1,0.0,0.0,3,0.9285714285714286
132052,women like anal sex ?,women enjoy anal sex ?,1,0.0,0.0,5,0.8461538461538461
132053,good list animals ordered intelligence ?,list animals live burrows ?,0,0.0,0.0,23,0.7741935483870968
132054,mountain dew give energy ?,mountain dew created ?,0,0.0,0.0,9,0.8666666666666667
132055,allies invade germany denmark ?,allies invade nazi europe norway / denmark instead normandy ?,1,0.0,0.0,33,0.7777777777777778
132056,difference hobbies interests ?,difference hobbies interest ?,1,0.0,0.0,1,1.0
132057,place world safest cheapest female sex workers ?,many people world sex ?,0,0.0,0.0,36,0.7878787878787878
132058,"anything judaism indicated messiah would also god , case jesus , believed christians ?",jewish believe jesus messiah also ?,0,0.0,0.0,66,0.7894736842105263
132059,enlight cloud ?,enlight cloud works ?,1,0.0,0.0,6,0.8666666666666667
132060,universities aspen insurance recruit new grads ? majors looking ?,universities aspen tech recruit new grads ? majors looking ?,0,0.0,0.0,8,0.9767441860465116
132061,people write long answers quora ?,quora users write long answers questions ? skill give answer precisely shortly ?,1,0.0,0.0,52,0.8648648648648649
132062,functions “ wernicke ” area brain perform ?,functions visual area brain perform ?,0,0.0,0.0,11,0.8421052631578947
132063,get highly sophisticated flooring service eastwood ?,get quality services large flooring repairs installation services rydalmere ?,0,0.0,0.0,48,0.8780487804878049
132064,six-letter word completed _h_a_t ?,kazakh ? come n't understand word say ?,0,0.0,0.0,32,0.6842105263157895
132065,happened syrian refugees ?,happened syrian refugees ? ?,1,0.0,0.0,2,1.0
132066,much academic work done early norwegian black metal scene ?,effective human services ngos world ?,0,0.0,0.0,48,0.8780487804878049
132067,integrate quickblox step step ios app swift also sample swift code showing 404 error entering credentials ?,code command line ? whenever hit enter gives error .,0,0.0,0.0,84,0.7555555555555555
132068,taskrabbit.com next hot company copy ?,much taskrabbit worth ?,0,0.1500782097028256,0.0,28,0.7647058823529411
132069,top ten favorite movies ?,favorite movie ?,1,0.0,0.0,9,0.88
132070,ca better cfa ?,cfa ca better ?,0,0.0,0.0,8,1.0
132071,make money traveler ?,make money travelling ?,0,0.0,0.0,4,0.9285714285714286
132072,apps used put two pictures together ?,best apps putting pictures together ?,1,0.0,0.0,12,0.875
132073,solution kashmir problem ?,possible solution kashmir issue ?,1,0.0,0.0,15,1.0
132074,makes labrador/pug mix loyal companion ?,makes german shepherd/great pyrenees mix loyal companion ?,1,0.0,0.0,26,0.9047619047619048
132075,difference programming language framework ?,'s difference programming language scripting language ?,0,0.0,0.0,19,0.8648648648648649
132076,best nude scenes hollywood movies ?,scariest movie scene ever ?,0,0.0,0.0,24,0.7096774193548387
132077,best experience life ?,best experiences life ?,1,0.0,0.0,1,1.0
132078,improve english aspects ?,speak english fluently ?,1,0.0,0.0,12,0.7272727272727273
132079,"quora crush , approach ?","quora crush , approach ?",1,0.0,0.0,0,1.0
132080,best short films indians ?,best hindi short films ?,1,0.0,0.0,14,0.967741935483871
132081,art website give current market analysis trends famous artists ?,best fiit jee allen ?,0,0.0,0.0,49,0.6470588235294118
132082,"twitter account 34k+ followers , past 28 days tweets earned 2.3 million impressions . make money ?",? ? keep asking question ?,0,0.0,0.0,81,0.5853658536585366
132083,move photos google photos folders albums ?,create album contains google photos ?,0,0.0,0.0,31,0.8333333333333334
132084,correct : please find attached file please find attached file ?,attach file gmail ?,0,0.0,0.0,46,0.6896551724137931
132085,humans much technologically advanced species ?,technological advancements would allow humans become space-faring species faster ?,0,0.0,0.0,58,0.8571428571428571
132086,want know online platform exist work together particular php project ?,7 oceans world ?,0,0.0,0.0,58,0.6285714285714286
132087,reach capgemini pune talwade mumbai ?,reach shirdi mumbai bus ?,0,0.0,0.0,23,0.7741935483870968
132088,explain gödel 's incompleteness theorems ?,'s easiest way understand gödel 's incompleteness theorems ?,1,0.0,0.0,22,0.9047619047619048
132089,hard get h-1b us visa ?,difficult get h1b visa ?,1,0.0,0.0,13,0.8484848484848485
132090,big bang happen created universe ! come created super massive black hole ?,big bang start black hole ? yes black hole come picture initially ?,1,0.0,0.0,51,0.9047619047619048
132091,seem hitler also hated black people ?,hate towards black people ?,0,0.0,0.0,16,0.9090909090909091
132092,video quality android snapchat much worse ios snapchat ?,"people use snapchat android , ios ?",0,0.0,0.0,36,0.8421052631578947
132093,think thailand ?,opinion thailand ?,1,0.0,0.0,5,0.8571428571428571
132094,guess husband 's finger ring size ?,finger navaratna ring worn ?,0,0.0,0.0,25,0.6206896551724138
132095,happened 2008 financial crisis ?,"layman ’ terms , caused 2008 financial crisis ?",1,0.0,0.0,19,0.7894736842105263
132096,make easy money ?,would like make easy money ?,1,0.0,0.0,11,0.8
132097,tell spouse 'm agnostic ?,tell parents 'm agnostic ?,0,0.0,0.0,7,0.9375
132098,create first blog ?,start blog best blogging platforms available ?,0,0.0,0.0,36,0.8387096774193549
132099,professor minerva mcgonagall member order phoenix ?,n't eye aggamoto time gem separate things ?,0,0.0,0.0,37,0.7222222222222222
132100,answers collapsed ?,answer collapsed ?,0,0.0,0.0,1,1.0
132101,'s best car realtor 5k ?,'s good car realtor ?,0,0.0,0.0,7,0.8148148148148148
132102,earn money internet ?,earn money online ?,1,0.0,0.0,5,0.9090909090909091
132103,"cached data ? cause problems , clear cached data ?",clearing cache causes apps slow permanent ?,0,0.0,0.0,34,0.8
132104,"safe travel jordan , recommended time ?",safe travel jordan ?,1,0.0,0.0,19,0.875
132105,best completely free dating website ?,best free internet dating/online dating web sites ?,1,0.0,0.0,25,0.8648648648648649
132106,separates good programmer bad programmer ?,separates good programmer great one ?,1,0.0,0.0,12,0.9230769230769231
132107,better chance getting accepted ivy league school ?,extracurricular activities could improve chances getting ivy league schools ?,1,0.0,0.0,44,0.926829268292683
132108,make money online job ?,make easy money online ?,1,0.0,0.0,9,0.88
