id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
8000,one god many ?,one god many religions ?,0,0.7703739811335619,0.75,10,0.8333333333333334
8001,feel like sex man ( ) straight man ?,like straight man sex another man ?,1,0.0,0.0,23,0.8823529411764706
8002,buy incredible amazing cupcakes gold coast ?,get unique taste cupcakes gold coast ?,1,0.0,0.0,16,0.8421052631578947
8003,biggest facepalm moment ever experienced examination ?,10 12 graduation percentage criteria iim b c. ?,0,0.0,0.0,41,0.75
8004,use pte instead ielts apply canadian pr ?,convert pte score ielts ?,0,0.0,0.0,30,0.7857142857142857
8005,ever seen modi person ?,meet narendra modi ?,0,0.0,0.0,16,0.782608695652174
8006,find best hotels ranikhet ?,find best hotels ranikhet ?,0,0.0,0.0,0,1.0
8007,data travel faster speed light ?,happens travel faster speed light ?,0,0.0,0.0,6,0.967741935483871
8008,"aeronautical engineer hindustan university , chennai ?",aeronautical engineering hindustan university chennai ?,1,0.0,0.0,5,0.972972972972973
8009,believe everything predestined happens reason ?,everything happen reason ?,1,0.0,0.0,21,0.9090909090909091
8010,would karl marx 's ideal government look like ?,"ism karl marx associated , ?",0,0.0,0.0,30,0.7777777777777778
8011,"economy india get affected bannig 500,1000 rupee notes ?",indian economy got affected ban 500 1000 notes ?,1,0.0,0.0,24,0.9047619047619048
8012,penis size really matter sex ?,penis size really matter ? ( ) size penis ?,1,0.0,0.0,14,0.9032258064516129
8013,best way clean stomach morning ?,best way get bowel movements morning ?,0,0.0,0.0,17,0.9142857142857143
8014,ancient education system india ?,ancient education system india ?,0,0.0,0.0,0,1.0
8015,possible men two penises ?,abort ?,0,0.0,0.0,22,0.5
8016,true average chocolate bar 8 insect legs ?,make chocolate bar taste better ?,0,0.0,0.0,22,0.75
8017,would life like earth two moons ?,would happen earth two moons ?,1,0.0,0.0,9,0.8823529411764706
8018,"safe papua new guinea , 's crime rate compare antigua barbuda 's ?","safe papua new guinea , 's crime rate compare algeria 's ?",0,0.0,0.0,11,0.926829268292683
8019,`` must see '' documentaries ?,must-see scientific documentaries ?,0,0.0,0.0,14,0.875
8020,long take get offer ?,long take get offer netflix ?,0,0.0,0.0,8,0.9230769230769231
8021,lose weight drinking water ?,could n't lose weight drinking ice cold water ?,1,0.0,0.0,19,0.9142857142857143
8022,people believe lived past life ?,"lives better life , believer god nonbeliever ?",0,0.0,0.16666666666666663,28,0.8
8023,blackberry make comeback ?,blackberry making comeback ?,0,0.0,0.0,3,0.8888888888888888
8024,"good 300 horsepower cars $ 10,000 ?","attractive car $ 10,000 ?",0,0.0,0.0,18,0.6451612903225806
8025,endocrine system ?,endocrine system ?,1,0.0,0.0,0,1.0
8026,movie ms dhoni untold story ?,"film ms dhoni , untold story worth watching ?",1,0.0,0.0,22,0.7777777777777778
8027,percent people survive direct hit head desert eagle 50ae ?,survive 50 ae desert eagle hit head close range ?,1,0.0,0.0,36,0.9743589743589743
8028,someone realise someone else sex last night ?,iam 9 th grade . iam studying fiitjee.iam selected top batch iit preparation . plan day better iit rank .,0,0.0,0.0,83,0.6666666666666666
8029,transfer mobile phone balance bank account ?,check bank account balance phone ?,0,0.0,0.0,28,0.8484848484848485
8030,democratic party stance education ?,democratic party stance energy ?,0,0.0,0.0,8,0.9375
8031,best ways study biology ?,good ways study biology ?,1,0.0,0.0,4,0.9655172413793104
8032,donald trump win elections ?,donald trump win election ?,1,0.0,0.0,1,0.9696969696969697
8033,could effect gst bill indian economy ?,going impact gst indian economy finance ?,1,0.0,0.0,21,0.8823529411764706
8034,"expensive wine , ?",expensive wine world ?,1,0.0,0.0,5,0.8
8035,feels like old thinking 'll die years ?,"like know 'll die soon , elderly ?",1,0.0,0.0,28,0.7878787878787878
8036,"american teens , especially ladies , feel confident going schools revealing outfits ?",happens put metal utensil microwave ? video ?,0,0.0,0.0,64,0.8780487804878049
8037,advantages disadvantages dc series motor ?,advantages disadvantages dc series motor application ?,1,0.0,0.0,12,0.9375
8038,difference type type b nfc ?,type driver difficult develop nfc ( near-field communication ) ? iso/iec 14443 type type b ?,0,0.0,0.0,72,0.65
8039,government jobs mechanical engineer ?,best government jobs mechanical engineer ?,1,0.0,0.0,5,1.0
8040,anti-virus companies create virus stay buisness ?,anti-virus companies write viruses create business ?,1,0.0,0.0,12,0.9444444444444444
8041,fix packet loss ?,stop packet loss ?,0,0.0,0.0,4,0.88
