id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
300002,trouble getting job mechanical engineering field . resume ’ excellent . interviewing told “ good ” . references good . resume ’ professionally done . get masters ?,dont degree good java . get job famous corporations ?,0,0.17503760806589652,0.15000000000000002,132,0.84
300003,find sent friend request instagram ?,someone tell 've logging instagram account ?,0,0.0,0.0,29,0.75
300004,one thing never quora ?,things one never regret ?,0,0.0,0.0,14,0.8461538461538461
300005,characteristics `` perfect world '' ?,real-world example perfection ?,0,0.0,0.0,25,0.7777777777777778
300006,best path take improve english ?,improve communication skills english ?,1,0.0,0.0,26,0.918918918918919
300007,would today last day earth ?,"today last day life , would want today ?",0,0.0,0.0,26,0.8
300008,increase download speed lan ism ?,increase download speed lan ism ?,1,0.0,0.0,0,1.0
300009,stop caring people n't really care ?,stop caring someone obviously n't care anymore ?,1,0.0,0.0,22,0.8888888888888888
300010,get started linkedin ?,get started linkedin ?,1,0.08611368099987528,0.05555555555555558,0,1.0
300011,buy new macbook pro software comes ?,software macbook pro come ?,1,0.0,0.0,18,0.9090909090909091
300012,best worst bank india open saving account ?,bank shall open savings account india ?,0,0.0,0.0,23,0.8947368421052632
300013,saltwater taffy candy imported laos ?,saltwater taffy imported japan ?,1,0.0,0.0,10,0.9444444444444444
300014,dr. batra 's treatment helpful hair loss ? side effects ? happens treatment ?,hair thickening treatment dr. batra 's actually make hair look thicker ? result hair fall ?,0,0.0,0.0,67,0.9090909090909091
300015,best inspirational politician india ?,far best politician india ?,1,0.0,0.0,15,0.967741935483871
300016,would use word `` heteronym '' sentence ?,would use word `` histronic '' sentence ?,0,0.0,0.0,5,0.9142857142857143
300017,difference authoritarian government dictatorship ?,"authoritarian/dictatorship governments differences degree , kind ?",0,0.0,0.0,43,0.926829268292683
300018,quora user physically present lecture given prof. herb gross mit ?,caused mit pull prof. lewin 's lectures revoke emeritus title ?,0,0.0,0.0,45,0.8
300019,aap win election goa ?,aap able win elections goa ?,1,0.0,0.0,6,0.9285714285714286
300020,"social content management tools used workflow , publishing , moderation data tracking ?",best tools keeping track content schedule ?,0,0.0,0.0,66,0.9047619047619048
300021,break girlfriend ? conflicted ?,break girlfriend ?,1,0.0,0.0,13,0.896551724137931
300022,get started binary options trading ?,get started binary option trading ?,1,0.062385425913398795,0.050000000000000044,1,1.0
300023,overcome writer 's block ? ( songwriting ),ways combat writer 's block ?,1,0.0,0.0,24,0.8108108108108109
300024,natural predators iguanas ?,natural predators owls ?,0,0.0,0.0,6,0.896551724137931
300025,empathetic people feel others feel know others feel ?,people feel sorry people ?,0,0.0,0.0,34,0.6428571428571429
300026,best way find good old tamil songs ?,best tamil songs bass voice ?,0,0.0879232403318699,0.0,21,0.8125
300027,embarrassing moment crush front ?,embarrassing moment front crush ?,1,0.0,0.0,8,1.0
300028,best coaching insitute bangalore iit jee ?,best coaching centre iit-jee fiitjee base bangalore ?,0,0.0,0.0,29,0.9142857142857143
300029,ever cure autism ?,cure autism ?,1,0.0,0.0,5,0.9565217391304348
300030,best online training dogs ?,best websites online training/classes ?,0,0.0,0.0,16,0.8666666666666667
300031,people use tl ; dr `` abstract '' `` conclusion '' already exists ?,tl ; dr version world war ?,0,0.0,0.0,48,0.7222222222222222
300032,good work done people praised found mistakenly . feelings time ?,born time ?,0,0.06817914869044304,0.0,54,0.5806451612903226
300033,know air conditioner servicing guy filled right amount gas 1.5 ton 1 ton acs ?,meaning 1.5 ton ac 2 ton ac ?,0,0.0,0.0,56,0.7
300034,start hedge fund ?,'m college start hedge fund ?,1,0.0,0.0,11,0.8387096774193549
300035,inter pass jobs get ?,many current affair ssc je ?,0,0.07327068392370983,0.0,21,0.6896551724137931
300036,education system : think education system country ? basic problem ?,wrong education system today ?,0,0.0,0.0,43,0.7894736842105263
300037,find someone active dating websites ?,find whether partner using dating sites ?,1,0.0,0.0,19,0.7272727272727273
300038,make money bitcoin ?,make money bitcoin ?,1,0.0,0.0,0,1.0
300039,donald trump supporters naive ?,supporters donald trump dumb ?,0,0.0,0.0,26,0.9032258064516129
300040,fudge melting ?,melt fudge ?,0,0.0,0.0,11,0.9090909090909091
300041,get neighbor 's wifi password using app ?,hack wifi getting password using link ?,0,0.06093357426288684,0.04761904761904767,21,0.8717948717948718
300042,making multiple fake accounts quora illegal ?,making multiple fake accounts quora illegal ?,1,0.0,0.0,0,1.0
300043,know loving girl ?,know whether truly love girl ?,0,0.0,0.0,17,0.8148148148148148
300044,impress guy ?,impress guy like ?,1,0.0,0.0,5,0.9166666666666666
