id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
364003,programming languages important technicians intelligence agencies ?,commonly used frameworks f # programming language private sector ?,0,0.1156135229039847,0.09090909090909094,52,0.8
364004,much youtube pay partners content ?,youtube channel makes creative content ?,0,0.0,0.0,23,0.8571428571428571
364005,chicago turning another detroit ?,chicago danger becoming next detroit ?,1,0.0,0.0,17,0.8666666666666667
364006,sync old clash clans base ?,best base camp town hall 7 clash clans ?,0,0.0,0.0,26,0.7586206896551724
364007,best reasons attend marist college ?,strongest majors terms job prospects weakest majors marist college ?,0,0.0,0.0,39,0.8571428571428571
364008,trump really bad ?,trump bad ?,1,0.0,0.0,7,0.8695652173913043
364009,reach uber customer service ? phone number ?,facebook customer service phone number billing technical support ?,0,0.0,0.0,36,0.8947368421052632
364010,think world end ?,world end ?,1,0.0,0.0,6,0.8181818181818182
364011,"superpower would want , ?",superpower would like ?,1,0.0,0.0,6,0.7857142857142857
364012,best way improve memory ?,improve memory ?,1,0.0,0.0,9,0.8
364013,applications sentiment analysis ? much discussion demand ?,much data big data ? analysis sentiment twitter ?,0,0.0,0.0,41,0.8333333333333334
364014,someone rich donald trump paid taxes last 18 years ?,"make 15,000usd 18 months 13 year old ?",0,0.0,0.0,38,0.7906976744186046
364015,'s important lesson life ?,important life lesson 've learned far ?,1,0.0,0.09090909090909094,21,0.9375
364016,elgin marbles stay british museum instead returning greece ?,elgin marbles returned greece ?,0,0.0,0.0,31,0.9411764705882353
364017,tips writing 30 line poem ?,write 14-line poem ?,0,0.0,0.0,11,0.7741935483870968
364018,warm hands ( literally ) playing guitar ?,"right handed person play guitar violin left-handedly ? , ?",0,0.0,0.0,42,0.7804878048780488
364019,use home insurance claim money remodeling projects ?,"relation 4 yrs , due problems , brokeup.he keeps telling loves , true ?",0,0.0,0.0,50,0.8181818181818182
364020,make classroom lectures interesting students ?,teacher make class interesting students ?,1,0.0,0.0,17,0.9411764705882353
364021,n't want move .,n't want move ?,0,0.0,0.0,1,0.9090909090909091
364022,evil things happen good people ?,good things happen bad people bad things happen good people ?,1,0.0,0.0,31,0.9333333333333333
364023,"country corrupt , philippines mexico ?",close mexico philippines ?,0,0.0,0.0,22,0.8387096774193549
364024,turkish airlines good ?,turkish airlines international travel ?,0,0.0,0.0,19,0.9032258064516129
364025,life meant ?,`` life '' meant ?,1,0.0,0.0,6,0.9090909090909091
364026,ways make money travelling usa ?,legal destroy piece moon ?,0,0.0,0.0,25,0.8
364027,people think 'm gay ?,people think 'm gay ’ . ?,0,0.0,0.0,4,0.9411764705882353
364028,viber say `` last online yesterday '' n't go viber even though phone app ?,viber go offline lock phone 're disconnected wi-fi/mobile data ?,0,0.0,0.0,52,0.782608695652174
364029,coolest amazing inventions 21st century ?,coolest inventions 21st century people n't know ?,1,0.0,0.0,24,0.8
364030,reverse string java without using loop inbuilt methods ?,swap two strings without using third string java ?,0,0.0,0.0,31,0.8947368421052632
364031,best phone buy 15000 ?,best smartphone 15000 ?,1,0.0,0.0,9,0.8387096774193549
364032,chances another war india pakistan ?,effect possible war india pakistan indian stock market ?,1,0.0,0.0,34,0.8571428571428571
364033,microsoft ever make windows open source ?,microsoft open source windows ?,1,0.0,0.0,20,0.9142857142857143
364034,make powerpoint presentations interesting ?,make powerpoint presentations amazing ?,1,0.0,0.0,8,0.967741935483871
364035,irctc ( indian railways ) reservation system work ? takes priority moving tatkal quota wl normal wl ? scenarios get considered final charts ? idea algorithms used system ?,booked ticket irctc tatkal system ticket twql 125 wl82 . chance get confirmed ?,0,0.04930531904218058,0.0,126,0.7924528301886793
364036,interesting thing learned netherland 's world cup team match spain ?,interesting thing learned spain 's world cup team match netherlands ?,0,0.0,0.0,19,1.0
364037,way get rid acne naturally ?,best treatment acne scars ?,0,0.0,0.0,19,0.6153846153846154
364038,indians get direct pr canada ?,person indian diploma get pr jobs canada ?,0,0.0,0.0,23,0.8387096774193549
364039,court marriage acceptable document canadian visa c12 dependent ?,chinese think australian football ?,0,0.0,0.0,49,0.7368421052631579
364040,main goals life ?,main goal life ?,1,0.0,0.0,1,0.9565217391304348
364041,'s meaning mexico city ?,nice place rent apartment mexico city budget 15-20k pesos ?,0,0.0,0.0,41,0.6829268292682927
364042,"scale 1 10 , painful nose piercing ?",nose piercing feel like ?,0,0.0,0.0,27,0.8125
364043,biggest frustration career ?,biggest frustration ?,0,0.0,0.0,7,0.9655172413793104
364044,best educational apps ?,best apps education ?,1,0.0,0.0,12,0.9655172413793104
364045,would kill new born sibling 10 million dollars ?,would kill person 10 million dollars ?,1,0.0,0.0,12,0.918918918918919
364046,unbelievable conspiracy stories ?,unbelievable conspiracy stories ?,1,0.0,0.0,0,1.0
364047,necessary attend farewell/get together b.tech ?,best things b.tech farewell party ?,0,0.0,0.0,31,0.8717948717948718
364048,one police plaza gotham city dc comics ?,college student start preparing job penetration testing ?,0,0.0,0.0,44,0.7777777777777778
364049,loose 10 kgs 40 days ?,best ways lose weight ?,0,0.0,0.0,18,0.6428571428571429
