id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
316002,first job completion electrical engineering degree uk daily duty 's involve ?,"low cost hotels hawrah , kolkata ?",0,0.0,0.0,61,0.5789473684210527
316003,'s best fit concurrent app : scala+akka erlang ?,"feature erlang , scala+akka ? vice-versa ?",0,0.0,0.0,33,0.8
316004,individual tennis player qualify play grand slam ?,tennis : women get pay men grand slam tournaments ?,0,0.0,0.0,37,0.8421052631578947
316005,designed new 500 2000 rupees note ?,designed new currency note rs 500 rs 2000 ?,1,0.0,0.0,23,0.9142857142857143
316006,marketing business logo design ?,scientist game developer ?,0,0.0,0.0,24,0.8235294117647058
316007,make money internet time ?,make money online india ?,0,0.0,0.0,10,0.8333333333333334
316008,graduated 2012 bit mesra could attend convocation . process get final degree certificate college .,anyone offer advice guy needing help helping someone fatherless daughter syndrome ?,0,0.0,0.0,76,0.8181818181818182
316009,blind people see dreams ?,people blind birth dreams ?,1,0.0,0.0,17,0.9333333333333333
316010,apple watch require iphone ?,use apple watch without iphone ?,1,0.0,0.0,11,0.9032258064516129
316011,siri 's experience working james deen ( porn star ) ?,names male porn stars working x-art ?,0,0.0,0.0,38,0.8
316012,happens black hole die ?,happens spacetime fabric inside black hole dies ?,1,0.0,0.0,25,0.8823529411764706
316013,"best answers : `` 150 characters fewer , tell us makes unique ? ''",makes unique ?,0,0.0,0.0,52,0.5945945945945946
316014,buy iphone 7 ?,buy iphone 7 ?,0,0.0,0.0,0,1.0
316015,last seen truecaller mean ? indicate time person last used phone last call ?,would boyfriend hide last seen ?,0,0.0,0.0,57,0.8
316016,racist say n * gger 's part lyrics song ( usually sung black person ) ?,"quote lyrics song , part song , something 'm writing , pay royalty ? let 's say get paid writing .",0,0.0,0.0,74,0.7391304347826086
316017,army wrong kashmir years ?,india placed 0.seven million army trops kashmir almost equal entire pakistani army ?,0,0.0,0.0,62,0.6842105263157895
316018,lilith bible ?,lilith bible ?,1,0.0,0.0,0,1.0
316019,positive points engineering ?,point view studying engineering technical books ?,0,0.0,0.06666666666666665,28,0.7058823529411765
316020,difference car truck ?,difference bmw oil change compared cars ?,0,0.0,0.0,23,0.625
316021,n't reliance automobile industry ?,n't reliance entered automobile industry ?,1,0.0,0.0,8,1.0
316022,find good girl friend quora ?,want girl friend . share feelings thoughts . find girl quora ?,1,0.0,0.0,43,0.8484848484848485
316023,would adult human wear dog collar 24/7 ?,flea collars animals work ?,0,0.0,0.0,30,0.6285714285714286
316024,"major effects cambodia earthquake , effects compare nias-simuele earthquake 2005 ?","major effects cambodia earthquake , effects compare earthquakes ?",0,0.0,0.0,18,0.875
316025,ok sex chat true love ?,landforms found rainforest ?,0,0.0,0.0,22,0.6666666666666666
316026,"would osama bin laden , still alive ?",osama bin laden still alive ?,0,0.0,0.0,8,0.9032258064516129
316027,people talk ?,people talk gym ?,0,0.0,0.0,4,0.8571428571428571
316028,print `` \n '' output screen c ?,write c++ program input four digit number add 4 last two digits number ( eg . n-1234 . output 34+4=38 ) ?,0,0.0,0.0,85,0.5217391304347826
316029,pakistan give kashmir india ?,india apologize pakistan give independence kashmir ?,1,0.0,0.0,34,0.8888888888888888
316030,"recently lost pan card & also applied new one . get new one , old one deactivated chances misuse ? need cancel separately dept . issuing new one ?",get new pan card number ?,0,0.0,0.0,126,0.717948717948718
316031,would donald trump react losing general election ?,"donald trump loses general election , think reaction ?",1,0.0,0.0,32,0.8947368421052632
316032,great books read die peacefully ? get updated new releases ?,great books read die peacefully ? get updated new releases ?,1,0.0,0.0,0,1.0
316033,research machine learning neuroscience ?,research machine learning ?,0,0.0,0.0,13,0.9285714285714286
316034,quora always mark questions needing improvement ?,questions always flagged needing improvement ?,1,0.0,0.0,19,0.9523809523809523
316035,develop better people skills ?,get better people skills ?,1,0.0,0.0,6,0.8888888888888888
