id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
368003,technical difference gap analysis training needs analysis ?,difference rent hire ?,0,0.09270004445688429,0.125,42,0.7857142857142857
368004,"going build android application , confused server-side programming language . one better providing api 's : php , python , java node.js ?","building website , programming language easier learn : python java ?",0,0.0,0.0,83,0.8846153846153846
368005,long hard boiled eggs last refrigerated ?,know hard boiled eggs done ?,0,0.0,0.0,20,0.875
368006,rap songs sound better fitting many rhymes possible bar ?,bars rap music ?,0,0.0,0.0,46,0.6451612903225806
368007,learn copywriting ?,learn copywriting ?,0,0.0,0.0,0,1.0
368008,maximum people engineering give gre exam ?,type questions asked preliminary test technical cadet indian army ? prepare test ?,0,0.0,0.07692307692307687,63,0.6857142857142857
368009,best site learn hacking ?,site learning hacking ?,1,0.0,0.0,8,0.9655172413793104
368010,reservation removed india ?,reservation banned ?,1,0.0,0.0,11,0.9230769230769231
368011,long take weed get system ? get faster ?,long take get marijuana system ?,1,0.0,0.0,20,0.8235294117647058
368012,"based experiences , country friendliest people ? least friendly ? ?",friendliest countries world ?,1,0.0,0.0,47,0.8
368013,best site download game throne ?,download game thrones ?,1,0.0,0.0,11,0.9375
368014,"kat blocked , best alternatives kickass torrent download music files ?",best alternative kat.cr ( kickasstorrents ) ?,0,0.0,0.0,43,0.7692307692307693
368015,solve math question ?,solve [ math ] 6x^4+x^3+10x^2+6=0 [ /math ] ?,0,0.0,0.0,31,0.5641025641025641
368016,apply internet banking sbi without visiting branch ?,register net banking sbi without visiting branch ?,0,0.0,0.0,8,0.9230769230769231
368017,better : yu-gi-oh ! magic : gathering ?,"new card games easy play , yet complex magic gathering yu-gi-oh ?",0,0.0,0.0,43,0.7619047619047619
368018,guys tried fit tea work ?,fit tea work ?,1,0.0,0.0,11,0.8148148148148148
368019,much margin amazon keep gift vouchers ?,get item gift wrapped amazon ?,0,0.0,0.0,32,0.7777777777777778
368020,leapdroid provide root access ?,root access ? functions ?,0,0.0,0.0,24,0.7407407407407407
368021,n't many people posting questions quora check google first ?,people ask questions quora could asked directly search engine ?,1,0.0,0.0,43,0.9047619047619048
368022,processor running 3 ghz consumes 100 w dynamic power . much dynamic power processor consume 4 ghz ?,2. processor running 3 ghz consumes 100 w dynamic power . much dynamic power processor consume 4 ghz ?,1,0.0,0.0,3,0.9795918367346939
368023,sportamanship take back seat regards hockey fights ?,biggest mistake life ?,0,0.0,0.0,40,0.7272727272727273
368024,difference local calls std calls ?,creepiest phone call voice message 've ever received ?,0,0.09800048160753243,0.0,41,0.7878787878787878
368025,used get good marks coaching jee lately 've scoring low marks . regain confidence marks ?,middle eastern fighters intimidated `` state art american warriors '' ?,0,0.0,0.0,68,0.8444444444444444
368026,world war iii soon ?,world war 3 coming ?,1,0.0,0.0,7,0.8
368027,'s richest man world ?,richest man world ?,1,0.0,0.0,3,0.9696969696969697
368028,love best friend gay ?,'m love best friend . 'm gay ; 's straight . ?,0,0.0,0.0,24,0.8717948717948718
368029,best book political science ias ?,good books political science ?,0,0.0,0.0,9,0.9333333333333333
368030,mind-blowing smartphone gadgets exist people n't know ?,useful devices gadgets smartphone maybe people n't know ?,1,0.0,0.0,31,0.851063829787234
368031,get rid acne scars ?,get rid pimples face ?,1,0.0,0.0,10,0.8148148148148148
368032,n't prime minister india narendra modi promotional face private firm 's venture reliance jio major question credibility ?,"n't wrong prime minister india formally endorse `` reliance jio '' , private company ?",1,0.0,0.0,72,0.851063829787234
368033,student usa . paid credit card fees india around 33k .,"college student living hostel n't debit credit card . girl hostel poses many restrictions including leaving hostel 8 pm . , sometimes run another girl 's room recharges . easy way ?",0,0.0,0.0,140,0.6511627906976745
368034,must ems professional proceed patient dies transport ambulance ?,word `` ambulance '' spelled backwards front ambulances ?,0,0.0,0.0,40,0.8717948717948718
368035,"{ , } equal { } ?",[ math ] \sqrt { x^2 } [ /math ] equal ?,0,0.0,0.0,30,0.5806451612903226
368036,staqu.com ?,lissn.com ?,0,0.0,0.0,5,0.6666666666666666
368037,would bruce lee able hold top ufc fighters today ?,good bruce lee really ? would fared today 's mma fighters weight division ?,1,0.0,0.0,39,0.8837209302325582
368038,realistic tyler durden 's plans `` fight club '' erase debt blowing buildings credit information stored ?,"[ spoiler alert ] end fight club , tyler durden die ?",0,0.0,0.0,72,0.851063829787234
368039,help making porn script ?,friend addicted porn . help ?,0,0.0,0.0,18,0.7878787878787878
368040,audience ellen degeneres show ?,best ellen degeneres shows ?,0,0.0,0.0,8,0.8
368041,good gifts foreign visitor bring 're invited someone 's home republic congo first time ?,good gifts foreign visitor bring 're invited someone 's home democratic republic congo first time ?,0,0.0,0.0,11,0.9767441860465116
368042,know illuminati real ?,illuminati real fake ?,1,0.0,0.0,10,0.8888888888888888
368043,get fear getting freeway ?,overcome fear driving freeway ?,0,0.0,0.0,11,0.7857142857142857
368044,hack phone number sim ?,possible hack android phones help contact number ?,0,0.0,0.0,35,0.9142857142857143
368045,get meth system 3 days ?,get meth flush body 2 hours urine drug test ?,1,0.0,0.0,28,0.6451612903225806
368046,weekend layover hong kong ?,see/do/eat 48hrs hong kong ?,1,0.0,0.0,13,0.7096774193548387
368047,difference correlation regression ?,difference regression correlation ?,1,0.15141252801936525,0.125,12,1.0
368048,feel hit animal drive dies ?,world sad fact many animals hit cars die every day ?,0,0.0,0.0,34,0.8823529411764706
368049,want buy laptop comes inr 25k . i3 core windows ?,small issues created huge media sensationalism ?,0,0.0,0.0,40,0.7317073170731707
368050,one movie watched changed life ?,movie changed life ?,1,0.0,0.0,12,0.9375
368051,facebook send internship rejection emails ?,facebook send rejection email on-site internship interviews ?,1,0.0,0.0,33,0.9302325581395349
368052,memories stored retrieved human brain ?,part brain humans use reflect memories ?,0,0.0,0.0,32,0.8235294117647058
368053,facebook successful ?,facebook successful ?,1,0.0,0.0,0,1.0
368054,cause dryer produce heat dry clothes ? problem fixed ?,fix dryer drying clothes ?,0,0.0,0.0,36,0.8108108108108109
368055,best jobs travelling around world ?,jobs best travelling whole world ?,1,0.0,0.0,13,0.9444444444444444
368056,movie complex plot ever ?,complex movie ever watched ?,1,0.0,0.0,19,0.8666666666666667
368057,bestfriend told loves . girlfriend . ?,girlfriend loves emotional relationship . ?,0,0.0,0.0,26,0.8571428571428571
368058,"get red coat , like joaquin phoenix used wear movie , india ?","better , tom hardy joaquin phoenix ?",0,0.0,0.0,38,0.8
368059,track friends location phone ?,track mobile number location sofware ?,1,0.0,0.0,16,0.8
368060,favorite book ?,favourite book ?,1,0.0,0.0,1,0.96
368061,web framework go language best creating rest api ?,best web frameworks go language ? pros cons ?,0,0.0,0.0,25,0.9743589743589743
368062,'s good website free movies shows ?,best site watch free movies online ?,1,0.0,0.0,19,0.8
368063,indian cricket jersey blue colour ?,true fact indians discovered blue colour ?,0,0.0,0.0,21,0.8571428571428571
368064,start blog relationships ?,tips starting blog ?,0,0.0,0.0,19,0.9285714285714286
368065,much gpa gre score required admission mit ms aerospace engineering indian student ?,much gpa gre score required admission mit ms mechanical engineering indian student ?,0,0.0,0.0,8,0.972972972972973
368066,business owners employees see company struggling inventory control ?,hr technology : experience using wageworks tasc benefits flex spending administrator company less 500 employees ? prefer ? issues either systems ?,0,0.0,0.0,111,0.8085106382978723
368067,"ancient greece , rome , medieval ages , renaissance , would think contributed society today politically ?","ancient greece , rome , medieval ages , renaissance , would think contributed society today economically ?",0,0.0,0.0,5,0.9787234042553191
368068,celebrate halloween friends ?,celebrate halloween year ?,0,0.0,0.0,6,0.8387096774193549
368069,live happy fulfilled life without children ?,ever feel truly fulfilled without children ?,1,0.0,0.0,17,0.9444444444444444
368070,craig good 's qualifications talk nutrition ? find advice sensible contradictory things 've read .,craig good 's qualifications talk nutrition ?,1,0.0,0.0,53,0.8571428571428571
368071,time good gym workout ? morning evening ?,better hit gym morning evening ?,1,0.0,0.0,19,0.8
368072,get ears pierced free ?,get ears pierced bangalore ?,0,0.0,0.0,8,0.8275862068965517
368073,excessive masturbation lead hair loss ?,"masturbation cause hair thinning , 15 ?",1,0.0,0.0,28,0.7894736842105263
368074,see pm modi ’ move banning old 500 1000 rupee currency notes ?,think banning 500 1000 rupee notes india ?,1,0.0,0.0,33,0.8181818181818182
368075,meaning ending scene movie “ cast away ” ?,film haunt hidden meaning ?,0,0.0,0.0,32,0.625
368076,get practical experience pmp professional ?,getting 462 marks neet get admission india qouta ?,0,0.0,0.0,38,0.6666666666666666
368077,recover snapchchat account ?,recover deleted snapchat account ?,1,0.0,0.0,10,0.9333333333333333
368078,hide followers list twitter others profile page ?,hide following list twitter others profile page ?,1,0.0,0.0,3,0.9696969696969697
368079,happen person present time passport police verification .. residence ? apply verification ?,got passport reissued address update.the passport issued police verification receiving passport following week one police visited verify.unfortunately present time.what implications ?,0,0.0,0.0,118,0.9090909090909091
368080,belief god gambling truth ?,belief god declining ?,0,0.0,0.0,11,0.7586206896551724
368081,celebrate diwali ?,best way celebrate diwali ?,1,0.0,0.0,9,0.9230769230769231
368082,linguistic peculiarities representative stephen king 's style writing ?,common misconception stephen king writing ?,0,0.0,0.0,42,0.7777777777777778
368083,would happen trump n't want leave office term ends ?,happens u.s. president n't surrender power end term ?,0,0.0,0.0,40,0.8717948717948718
368084,us win lose vietnam war ?,lose vietnam war ?,1,0.0,0.0,7,0.9655172413793104
368085,review zerodha ?,good zerodha best platform trading ?,0,0.0,0.0,28,0.6451612903225806
368086,obc mean kvpy ?,dangerous rottweiler/boxer mix ?,0,0.0,0.0,27,0.5
368087,women work career islam ? please give reference quran ?,"islam , women required pardah father ?",0,0.0,0.0,41,0.8
368088,best / useful built-in java methods ?,call methods java class using jsp ?,0,0.0,0.0,32,0.8205128205128205
368089,"mean adult walks tip toes , could autism ? habit ?",mean someone walks toes autism ? habit ? walk like worried autism .,1,0.0,0.0,43,0.8717948717948718
368090,song obsessed right ?,rap songs dancing right ?,0,0.0,0.0,13,0.8148148148148148
368091,typical day software engineer samsung ?,typical day like software engineer linkedin ?,0,0.0,0.0,13,0.9230769230769231
368092,"n't guy like , like back ?",get guy like like back ?,0,0.0,0.0,4,0.896551724137931
368093,country largest transgender population asia ?,country largest transgender population ?,0,0.0,0.0,5,1.0
368094,things wealthy people ( millionaires billionaires ) know ordinary people know ?,things successful people know ordinary people n't ?,1,0.0,0.0,42,0.8181818181818182
