id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
104000,happen season 4 game thrones ?,happen sixth season game thrones ?,0,1.0000000000000002,1.0,8,0.896551724137931
104001,black white absence color ?,mix food coloring make black ?,0,0.0,0.0,25,0.7272727272727273
104002,"5 dice rolled , probability sum 10 ?",probability sum 10 rolling 3 dice ?,0,0.0,0.0,30,0.8837209302325582
104003,true salman khan 1000 push ups per day ? many pushups humanely possible ?,results expect 300 push ups day ?,0,0.0,0.0,52,0.7368421052631579
104004,relation culture civilization ?,relation culture morality ?,0,0.0,0.0,9,0.8571428571428571
104005,hands straight beat poker ? beats straight ?,order winning hands poker ?,0,0.0,0.0,34,0.9032258064516129
104006,residuary taxes ( india ) ?,taxes india ?,0,0.0,0.0,14,0.8
104007,frame timetable upsc examinations 2016 ?,important handwriting upsc written exams ?,0,0.0,0.0,32,0.7317073170731707
104008,internet existed ?,internet come existence ?,1,0.0,0.0,8,0.8181818181818182
104009,best mobile 15000,mobile buy 15k ?,1,0.0,0.0,12,0.72
104010,"terrorist attack uri , going war pakistan option left india ?",india respond pakistan regarding recent attack uri ?,1,0.0,0.0,48,0.8888888888888888
104011,apple employees get 25 % discount iphone 6 ?,"kind discounts apple products , , google employees get ? available interns well ?",0,0.0,0.0,55,0.7555555555555555
104012,privileges office ex-presidents united states entitled leave office ?,would proper way address woman elected office president united states ?,0,0.0,0.0,57,0.8205128205128205
104013,natural treatment bipolar disorder ?,bipolar disorder cured ?,0,0.0,0.0,24,0.8666666666666667
104014,completed btech ( mech ) interested work . interested start business getting ideas ?,n't indian startups air-purifier segment ?,0,0.0,0.0,65,0.6829268292682927
104015,non nicotine vape flavourings bad ?,vaping without nicotine bad ?,1,0.0,0.0,23,0.8333333333333334
104016,white girls like indian guys ?,likely white girl date indian guy ?,0,0.0,0.0,12,0.9696969696969697
104017,competitive hiring process & ?,competitive hiring process t-mobile ?,0,0.0,0.0,8,0.8823529411764706
104018,create social network list netlogo ?,create social network netlogo ?,0,0.0,0.0,5,1.0
104019,best new products technology people n't know ?,mind blowing accessories exist 2016 people n't know ?,1,0.0,0.0,30,0.7555555555555555
104020,taglines sounds better : `` handcrafted cakes local bakers '' `` handcrafted cakes delivered local bakers '' ?,taglines grammatically correct : `` handcrafted cakes local bakers '' `` handcrafted cakes delivered local bakers '' ?,1,0.0,0.0,19,0.9361702127659575
104021,scariest thing ever happened google street view mapping vehicle ?,google street view cars work ?,0,0.0,0.0,42,0.8235294117647058
104022,got 1143 rank pgcet 2016 mba . kindly suggest good colleges bengaluru ?,got 1022 rank pgcet 2015 mba . kindly suggest good colleges bengaluru ?,0,0.0,0.0,4,0.9230769230769231
104023,oldest language kannada tamil ? proof ?,tamil language older sanskrit ? old compared languages world ?,0,0.0,0.0,43,0.918918918918919
104024,tips venting charcoal grill ?,gift according ?,0,0.0,0.0,20,0.7142857142857143
104025,much quora bad thing ?,much quora bad thing ?,1,0.0,0.0,0,1.0
104026,middle school teacher get fired ?,teacher high school get fired ?,0,0.0,0.0,17,0.967741935483871
104027,code c prints console : printf ( # variable # # ” hello ” ) ?,find values function continuous ?,0,0.0,0.0,50,0.7368421052631579
104028,lame things indians appear cool ?,indian comedy lame ?,0,0.0,0.0,22,0.7586206896551724
104029,misguided field nanotechnology ?,nanotechnology used medical field ?,0,0.0,0.0,31,1.0
104030,people ask simple direct science questions quora sufficient resources available internet ?,people ask questions quora could simply googled ?,1,0.0,0.0,53,0.8780487804878049
104031,univision pastor comments ?,univision gawker ?,0,0.0,0.0,13,0.7586206896551724
104032,difference north indian brahmins south indian brahmins ?,differences north indian south indian hindu temples ?,0,0.0,0.0,21,0.9142857142857143
104033,innovative name knowledge management portal ?,good name online fashion portal ?,0,0.0,0.0,23,0.8235294117647058
104034,dogs bark night india ?,dogs bark nights ?,1,0.0,0.0,6,1.0
104035,last book read ? ?,last book read ?,1,0.0,0.0,2,1.0
104036,one overcome procrastination ?,overcome procrastination problem ?,1,0.0,0.0,12,0.9333333333333333
104037,deal breakup ?,get breakup ?,1,0.0,0.0,3,0.8181818181818182
104038,first hindu ?,first step becoming hindu ?,0,0.0,0.0,14,0.7586206896551724
104039,unusual different food cuisine chile ?,unusual different food cuisine singapore ?,0,0.0,0.0,8,0.9090909090909091
104040,e-hrm ?,hrm ?,0,0.0,0.0,2,0.8333333333333334
104041,seo tool best use ?,best seo tool ?,1,0.0,0.0,13,0.9411764705882353
104042,life simulation created alien ?,life simulation ?,0,0.0,0.0,14,0.896551724137931
104043,stop feeling guilty something ago ?,stop feeling guilty reason ?,1,0.0,0.0,11,0.9090909090909091
104044,forgot mi account username password . delete account xiaomi redmi note 3 ?,redmi note 3 get marshmallow update ?,0,0.0,0.0,55,0.8780487804878049
104045,hardest thing travel agent ?,hardest thing working travel agent ?,1,0.0,0.0,8,0.9032258064516129
104046,"jimmy wales earn anything wikipedia ? , financially support ?","jimmy wales make money , earning money wikipedia ? side business ?",1,0.0,0.0,38,0.8888888888888888
104047,saltwater taffy candy imported italy ?,saltwater taffy candy imported philippines ?,1,0.0,0.0,10,0.972972972972973
104048,think modi government banning 500 & 1000 currency note 9th november ?,see pm modi ’ move banning old 500 1000 rupee currency notes ?,1,0.0,0.0,39,0.8333333333333334
104049,sulfur hexachloride ?,sulfur hexachloride ?,0,0.0,0.0,0,1.0
104050,easiest way start making money online affiliate marketing ?,best way start making money online affiliate marketing ?,1,0.0,0.0,4,0.9714285714285714
104051,"lesser-known sights see visiting valenzuela city , philippines ?","lesser-known sights see visiting angeles city , philippines ?",0,0.0,0.0,7,0.9545454545454546
104052,square root -4 ?,"values square root ( -4 ) squared - ( 4 ) squared , respectively ?",0,0.0,0.0,50,0.7058823529411765
104053,harvard worried losing reid barton industry ?,best sites online dating cardiff ?,0,0.0,0.0,33,0.8
104054,stop loving someone n't love ?,fall love someone n't love ?,1,0.0,0.0,7,0.8148148148148148
104055,apply scholarships ?,apply scholarship iim ?,0,0.0,0.0,4,0.96
104056,search quora ?,search quora ?,0,0.0,0.0,0,1.0
104057,lose weight month ?,lose minimum 5kg weight 1 week ?,0,0.0,0.0,18,0.8666666666666667
104058,possible one 's hair grow one took complete hair cut ?,possible one 's hair grow one took complete hair cut ?,1,0.0,0.0,0,1.0
104059,weirdest dream remember ?,weirdest dream ’ ever ?,1,0.0,0.0,5,0.88
104060,useful tips tricks pokémon go ?,much mobile data pokémon go use ?,0,0.0,0.0,20,0.8421052631578947
104061,determine thickness footing based total load ?,stiffness beam cubic thickness ?,0,0.0,0.0,34,0.8235294117647058
104062,particles matter condensations dark matter ?,particles cold dark matter ?,0,0.0,0.0,17,0.967741935483871
104063,one friends got selected h1b application currently rfe status . typical time frame get cleared uscis ?,"h1b picked ( 2015 ) got stuck rfe , raised consultant , proceed ?",0,0.0,0.0,76,0.8
104064,somalian pirates eat ?,pirates eat breakfast ?,0,0.0,0.0,17,0.72
104065,scope facilities management job usa indian ?,job scopes tourism usa ?,0,0.0,0.0,31,0.8235294117647058
104066,get thicker thighs calves ?,get thicker thighs ?,0,0.0,0.0,7,0.88
104067,"better skinny people , mass gainer whey protein ?","age 19 years . go gym daily want increase muscle size . weight 72 kg . one good , mass gainer whey protein ?",0,0.0,0.0,69,0.7916666666666666
104068,cats start licking biting ?,"give hand cats lick clean , lick hand well . consider hand one ?",0,0.0,0.0,47,0.7272727272727273
104069,happens end lobster ( 2015 ) ?,review lobster ( 2015 movie ) ?,0,0.0,0.0,15,0.7692307692307693
104070,increase body height ?,skipping increase height ?,1,0.0,0.0,14,0.8
104071,causes female infanticide ?,causes female infanticide india ?,0,0.0,0.0,6,1.0
104072,suck cock ?,feel suck cock ?,0,0.0,0.0,5,0.8235294117647058
104073,best places south america ?,best place visit south america ?,1,0.0,0.0,5,0.9696969696969697
104074,best dancing bollywood songs girls ( 2015-2016 ) ?,bollywood songs good dancing girls ?,0,0.0,0.0,30,0.75
104075,"able play youtube videos orfox using orbot , ?",bookmark audiobooks spotify ?,0,0.0,0.0,34,0.7567567567567568
104076,maintain creatinine levels naturally diabetic patients ?,indian food diabetic patients ?,0,0.0,0.0,30,0.75
104077,prepare net exam education ?,best way prepare net exam biotechnology ?,0,0.0,0.0,20,0.7428571428571429
104078,"mtech cse , jiit 62 good enough ?",get cs jiit 128. able get hostel jiit 62 ?,0,0.0,0.0,30,0.7027027027027027
104079,height place measured sea level ? accurate measurement ?,lake ontario sea level ?,0,0.0,0.0,39,0.7096774193548387
104080,wallmart buying jet effect amazon ?,12th board 's approaching get tricks paper presentation scoring good marks ?,0,0.0,0.0,58,0.6341463414634146
104081,become conductor engineer ?,become conductor ?,0,0.0,0.0,9,0.9230769230769231
104082,war india pakistan win ?,win war india pakistan ?,1,0.0,0.0,8,1.0
104083,face career fears ?,face fear ?,0,0.0,0.0,8,0.9333333333333333
104084,possible someone buy country ?,really need book help calm ? flipped .,0,0.0,0.0,31,0.7428571428571429
104085,fountain pen still available india ?,popular halloween costumes 2016 ?,0,0.0,0.0,29,0.6111111111111112
104086,flipkart mobile exchange work ?,flipkart exchange old phone display working ? ( broken touch working ),0,0.0,0.0,48,0.8444444444444444
104087,html code double underline ?,merge css html codes ?,0,0.0,0.0,20,0.7857142857142857
104088,sentence true grammatically ?,sentence grammatically correct ?,0,0.0,0.0,13,0.9333333333333333
104089,check google chrome history deleted ?,history retrieved deleting google chrome ?,1,0.0,0.0,35,0.9090909090909091
104090,unpopular opinion anything ?,controversial unpopular opinions ?,1,0.0,0.0,23,0.7586206896551724
104091,real parallel universe ?,parallel universe exist ?,1,0.0,0.0,11,0.9230769230769231
104092,bmws expensive maintain ?,expensive use bmw ?,0,0.0,0.0,13,0.8888888888888888
