id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
40000,start learning python ?,start learning python data science ?,1,0.7764919538671284,0.6,13,0.9375
40001,difference urban rural living u.s. ?,difference urban rural ?,0,0.0,0.0,12,0.8666666666666667
40002,eleanor rigby ?,song eleanor rigby ?,0,0.0,0.0,5,0.96
40003,world flat ?,`` flat earth society '' right saying world flat ?,0,0.0,0.0,38,0.6666666666666666
40004,best male physique history ?,best professions attaining wealth great physique ?,0,0.0,0.0,36,0.8648648648648649
40005,moon ?,would happen earth moon ?,1,0.0,0.0,19,0.5
40006,symbols mean ebay ?,symbol ~ mean ?,0,0.0,0.0,7,0.9565217391304348
40007,best vacationing spot indians ?,best vacation spots july ?,0,0.0,0.0,11,0.8125
40008,premarital sex good bad ?,premarital sex bad ?,1,0.0,0.0,5,0.9333333333333333
40009,timetravel possible ?,theories time travel ?,0,0.0,0.0,16,0.8888888888888888
40010,make biography published wikipedia ?,common people allowed document biography wikipedia ?,1,0.0,0.0,33,0.9
40011,'s difference asphyxiation suffocation ?,difference `` asphyxiate '' `` smother '' ?,0,0.0,0.0,22,0.9230769230769231
40012,"app android smartphone works offline turn gps ( mobile data turned ) , consume data ?","browsing facebook connected tor reveal online friends ? 're mobile app phones , chat turned , remain unseen ?",0,0.20691035549268014,0.0,75,0.92
40013,australia good sports ?,australia good sports ?,1,0.0,0.0,0,1.0
40014,reduce ram usage windows 7 ?,reduce ram usage windows 10 laptop ?,0,0.0,0.0,9,0.8333333333333334
40015,good questions ask coo hands meeting ?,good questions ask meet someone new ?,0,0.0,0.0,15,0.9090909090909091
40016,"bible written many authors , actually assembled anthology ?","story bible came written , anthologized , canonized ?",0,0.0,0.0,42,0.9523809523809523
40017,science behind good/bad trips weed ?,hallucinations marijuana : good trip bad trip ?,0,0.17012284364562189,0.0,33,0.7894736842105263
40018,start printing press company novels ?,start printing press ?,1,0.12382295176938173,0.19999999999999996,15,0.7857142857142857
40019,people ask questions whose answer easily found internet ?,people ask questions quora instead googling ?,1,0.0,0.0,24,0.8648648648648649
40020,shiva ?,lord shiva ?,1,0.0,0.0,5,0.7777777777777778
40021,start making money starting blog ?,start making money blogging ?,1,0.14092989595577984,0.16666666666666663,10,1.0
40022,find correct wells fargo routing number bank account ?,find wells fargo account number wellsfargo.com without statement ?,0,0.0,0.0,40,0.926829268292683
40023,best metal band time ?,top metal bands time ?,1,0.0,0.0,5,0.9230769230769231
40024,best poetry ever read ?,best poetry writing read ?,1,0.0,0.0,7,0.8275862068965517
40025,mass sun ?,mass sun ?,1,0.0,0.0,0,1.0
40026,malt vinegar affect health ?,health benefits malt vinegar provide ?,1,0.0,0.0,26,0.8235294117647058
40027,"ever found someone liked quora , followed , gone read `` liked '' huge amount posts , feel like creep ?",imo shows contact person phone contact list ?,0,0.0,0.0,80,0.7619047619047619
40028,new year resolution 2017 ?,new years resolutions 2017 ?,1,0.0,0.0,2,1.0
40029,fishes feeling cold water cold ?,cold water fish ?,0,0.0,0.0,19,0.9375
40030,france uk different names place ?,moreno marino name different spellings ? different origins ?,0,0.0,0.0,41,0.8484848484848485
40031,universities stage stores recruit new grads ? majors looking ?,universities smart & final stores recruit new grads ? majors looking ?,0,0.0,0.0,11,0.9523809523809523
40032,president usa ?,first u.s. president ?,0,0.0,0.0,15,0.88
40033,stop wasting time ? could possible ?,avoid wasting time ?,1,0.0,0.0,21,0.8125
40034,significance pink teddy bear breaking bad ?,breaking bad overrated tv series ?,0,0.0,0.0,34,0.8125
40035,ask question quora ? please help urgent .,ask questions quora ?,1,0.0,0.0,22,0.8387096774193549
40036,mind-blowing technology tools people n't know ?,mind blowing tools things people n't know ?,0,0.0,0.0,12,0.9230769230769231
40037,british monarchy start losing power ?,new princess british monarchy . favourite british royal ?,0,0.12726224918259935,0.0,31,0.8780487804878049
40038,positive negative effects red bull ?,harmful effects drinking red bull ?,1,0.0,0.0,23,0.8421052631578947
40039,iphone wo n't send pictures ?,fix iphone 4s screen wo n't work ?,0,0.0,0.0,22,0.8235294117647058
40040,smoking bad lungs ?,smoking bad ?,1,0.0,0.0,6,0.9230769230769231
40041,advantages disadvantages going blackberry instead android windows phones ?,nokia choose windows phone android ? go exclusive ?,0,0.0,0.0,54,0.8780487804878049
40042,"since east west germany united 1990 , differences left ?",east germany west germany reconciled differences ?,0,0.0,0.0,26,0.85
40043,6 ' 0 '' ( 183 cm ) tall guy ?,6 ' 4 '' tall guy ?,0,0.0,0.0,12,0.6896551724137931
40044,much money need start new life ?,disappear start new life ?,0,0.15694215073855988,0.16666666666666663,14,0.7878787878787878
40045,cersei lannister psychologically ill ?,cersei lannister bisexual ?,0,0.0,0.0,17,0.7333333333333333
40046,mother become elated children cry people get hurt ?,"mother separated children 25 years , able recognize become adult ?",0,0.0,0.0,36,0.8837209302325582
40047,best marketing strategies small cafes restaurants ?,good marketing practices restaurants ?,0,0.0,0.0,20,0.8235294117647058
40048,richest big bang theory star ?,physicists like show big bang theory ?,0,0.0,0.0,21,0.8823529411764706
40049,"meiosis , sources genetic variation ?",meiosis lead genetic variation ?,1,0.0,0.0,9,0.875
40050,favorite hollywood movie ?,favorite hollywood movies ?,1,0.0,0.0,1,0.9696969696969697
40051,got suspended upwork . legal right create another account ?,make account upwork ?,0,0.0,0.0,49,0.7647058823529411
40052,scope xhq application ?,scope apply analytics software mba ? say finance .,0,0.0,0.0,35,0.7058823529411765
40053,overrated bollywood actor/actress ?,over-rated bollywood actor/actress ?,1,0.0,0.0,1,0.9696969696969697
40054,parallel circuit ?,meant parallel circuit ? examples ?,0,0.0,0.0,17,0.8461538461538461
40055,got 83 cookies put 8 chocolate chips many chocolate chips put ?,would word look like equal color receptors blue & red & green colors eyes ?,0,0.0,0.0,53,0.7619047619047619
40056,job profile assistant commandants central armed police forces ?,get job central police inspector india ?,0,0.0,0.0,48,0.9142857142857143
40057,women like anal sex ?,women anal sex ?,0,0.0,0.0,5,0.9166666666666666
40058,differences love not-love ?,love : difference `` love '' `` love '' ?,0,0.0,0.0,19,0.8
40059,treating illness symptoms drugs medical wisdom knowing sickness cured ?,balancing unbalanced body treating patient 's illness symptoms drugs ?,1,0.0,0.0,55,0.9
40060,possible create mathematical function obtain nth prime number ?,function finding nth prime number ?,1,0.0,0.0,34,0.8571428571428571
40061,invest startup india ?,fund startup india ?,1,0.0,0.0,6,0.88
40062,review explorequotes.com ?,review deputy.com ?,0,0.0,0.0,10,0.8235294117647058
40063,tensile stress ? calculate ?,tensile stress ?,1,0.0,0.0,12,0.8571428571428571
40064,activation energy negative ?,activation energy ?,0,0.0,0.0,9,1.0
40065,end world ?,end world ?,1,0.0,0.0,0,1.0
40066,like english concentrator harvard ?,"intense computer science concentration harvard , daily life like typical concentrator ?",0,0.0,0.0,61,0.8205128205128205
40067,get different types moving services central coast ?,get full range removal services central coast ?,1,0.0,0.0,16,0.8888888888888888
40068,clean system meth ?,get meth system smoking instantly ?,1,0.0,0.0,22,0.8148148148148148
40069,natural remedy hair ?,natural remedy hair regrowth ?,0,0.0,0.0,9,0.9032258064516129
40070,ancient anasazi scientifically tested ?,ancient history scientifically tested ? real ? happen differently told ? even happen ?,1,0.0,0.0,54,0.8125
40071,sandeepani institute vlsi design training ?,"best vlsi institute apart veda iit , maven silicon , sandeepani rv-vlsi ? better vlsi institute ?",0,0.0,0.0,70,0.8
40072,spy whatsapp android ?,best free app android spy whatsapp without rooting phone ?,0,0.0,0.0,40,0.8484848484848485
40073,applications combinational circuits ?,application rlc circuit ?,0,0.0,0.0,15,0.8888888888888888
40074,"start learning programming java , wrong step learning programming ? go back start another language ?",start learning practicing programming ?,1,0.36787197782447745,0.4,64,0.7894736842105263
40075,kabuto yakushi stronger orochimaru ?,move flickr google photos ?,0,0.0,0.0,28,0.7428571428571429
40076,one learn become good dj ? best ways learn dj ?,someone become good dj ?,1,0.0,0.0,28,0.8
40077,best bollywood movie 2016 far ?,best bollywood movies 2016 ?,1,0.0,0.0,5,0.9230769230769231
40078,"remove anonymity answer mine , people upvoted get notification ?",never get messages quora ?,0,0.0,0.0,50,0.7222222222222222
40079,best answer change phd topic/group ?,categorical imperative preclude utilitarianism ?,0,0.0,0.0,37,0.8108108108108109
40080,hire call girl bangalore ?,get call girls bangalore ?,1,0.0,0.0,5,0.8888888888888888
40081,waer makeup ?,girls wear makeup ?,1,0.0,0.0,8,0.8333333333333334
40082,cat like lick fingers ?,cats lick people ?,0,0.0,0.0,12,0.7692307692307693
40083,quora block questions `` needs improvement '' ?,quora keep marking questions `` needing improvement '' ?,1,0.0,0.0,14,0.9047619047619048
40084,top psychometric testing companies ?,act sympathetic someones pain text ?,0,0.0,0.0,25,0.9032258064516129
40085,toughness steel improved ?,improve toughness steel ?,1,0.0,0.0,17,0.9696969696969697
40086,packaged coconut water made ?,much coconut water one young coconut ?,0,0.0,0.0,24,0.8387096774193549
