id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
4000,build self confidence ?,raise self confidence ?,1,0.6719841863048239,0.5,4,0.8461538461538461
4001,type foundation used indo-pak border ?,best city/town/state computer engineer earn good salary big backyards stuff ?,0,0.0,0.0,58,0.8292682926829268
4002,study new zealand work australia ?,jews christian treated saudi arabia back ?,0,0.0,0.0,31,0.7647058823529411
4003,"hotel saharanpur would safe unmarried couples , without harassment police , hotel staff , moral police ?","hotel chandigarh would safe unmarried couples , without harassment police , hotel staff , moral police ?",0,0.0,0.0,8,0.975609756097561
4004,people flirt using quora ?,people flirt people quora ?,1,0.0,0.0,6,0.896551724137931
4005,good use dettol liquid bathing water ?,dettol bar soap good daily use ?,0,0.0,0.0,28,0.8235294117647058
4006,healthy sleep covering head fully blanket ?,harmful sleep head facing north ?,0,0.0,0.0,26,0.8780487804878049
4007,"differences paleolithic , neolithic time periods ?",source chalk neolithic chalk balls ?,0,0.0,0.0,31,0.7647058823529411
4008,violin strings made ?,violin strings made ?,0,0.0,0.0,0,1.0
4009,water actually blue ?,water blue ?,0,0.0,0.0,9,0.9090909090909091
4010,happen run natural resources ?,long humans keep wasting natural resources run ?,0,0.0,0.0,23,0.8484848484848485
4011,uber lyft compare 2016 ?,uber lyft become comparable ?,0,0.0,0.0,13,0.8823529411764706
4012,reasons behind indians barkha dutt ( ndtv ) ?,indians generally hate ndtv journalist barkha dutt much ?,1,0.0,0.0,36,0.8
4013,set business paytm ?,set business ?,0,0.0,0.0,6,0.8181818181818182
4014,people still think world flat ?,people today still believe earth flat ? evidence convinced ?,1,0.0,0.0,37,0.8333333333333334
4015,vegetarians feed dogs meat ?,vegetarians people n't eat meat moral reasons feed dogs meat ?,1,0.0,0.0,34,0.9090909090909091
4016,pressure intensive property ?,pressure intensive property ?,1,0.0,0.0,0,1.0
4017,best dance academy pune ?,best dance classes hyderabad ?,0,0.0,0.0,14,0.7857142857142857
4018,examples conjecture ?,conjecture ? examples ?,1,0.0,0.0,19,1.0
4019,watch son saul internet ?,"place online watch dead mothers club free , wo n't attack computer ? store buy ?",0,0.0,0.0,62,0.7692307692307693
4020,part time work home ?,best paid part time jobs done home ?,1,0.0,0.0,18,0.7586206896551724
4021,difference cdma gsm ?,technical differences cdma gsm ?,1,0.0,0.0,11,0.896551724137931
4022,2 things would tell younger 18 year old self ?,advice would give younger self ?,1,0.18943815502726033,0.1428571428571429,23,0.8205128205128205
4023,impact demonetization indian economy ?,impacts indian rupee value demonetizing rs . 500 rs . 1000 notes market economic stand point ?,0,0.0,0.0,66,0.6842105263157895
4024,triple talaq issue ?,quran say triple talaq ?,0,0.0,0.0,16,0.9230769230769231
4025,everyone knows first aid ?,everyone know first aid ?,0,0.0,0.0,1,1.0
4026,"come sex good/okay health masturbation n't , whereas cases result ejaculation sperm ?",often healthy masturbate ?,0,0.0,0.0,64,0.6976744186046512
