id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
156001,chileans mexicans think ?,mexicans think japanese people ?,0,0.5482499450538042,0.4,22,0.9032258064516129
156002,long crystal meth stay system ?,u smoke crystal meth long able pass urine drug test ?,1,0.0,0.0,31,0.8333333333333334
156003,narendra singh modi anything india ?,narendra modi india ?,1,0.0,0.0,15,0.8
156004,`` lock '' chrome session password 'm briefly away public computer ?,`` lock '' firefox session password 'm briefly away public computer ?,0,0.0,0.0,6,0.9583333333333334
156005,business structure technology start ups normally use ?,take consideration trying create sauna suit ?,0,0.0,0.0,41,0.8
156006,feel like boobs sucked ? girls enjoy disgusting ?,kissed guy feel disgusted . ?,0,0.0,0.0,32,0.7878787878787878
156007,avanse ? take education loan ?,safe take education loan avanse ?,1,0.0,0.0,13,0.967741935483871
156008,best application calendar availability ?,best class calendar sharing applications ?,0,0.0,0.0,23,0.8823529411764706
156009,strategy trading binary options ?,good strategies follow trading binary options ?,1,0.0,0.0,15,0.9090909090909091
156010,would happen deposit life mars adequate resources ? adapt/evolve survive climate mars ?,would happen deposit life mars adequate resources ?,1,0.0,0.0,36,0.9523809523809523
156011,best business low investment ?,best business low investment high profit ?,0,0.0,0.0,12,0.8484848484848485
156012,easy way commit suicide ?,painless ways commit suicide ?,1,0.0,0.0,7,0.9032258064516129
156013,need know lehigh university ?,egyptian engineer wo n't give chance work multinational companies usa europe ? ?,0,0.0,0.0,64,0.85
156014,convince dad let get ears pierced ?,convince parents get ears pierced ?,1,0.0,0.0,6,0.967741935483871
156015,amazing things ants ?,interesting facts ants ?,1,0.0,0.0,13,0.6956521739130435
156016,sugar free flour prepared ?,sugar free healthy substitute sugar ?,0,0.0,0.0,21,0.7142857142857143
156017,online shopping websites deliver ordered items displayed website/app ?,businesses push users use apps opposed websites ?,0,0.0,0.0,44,0.8108108108108109
156018,greatest compliment someone ever given ?,best compliment ever received ?,1,0.0,0.0,17,0.875
156019,dumb questions ever asked quora ?,dumbest questions ever asked quora ?,1,0.0,0.0,3,1.0
156020,france 's economic activities compare contrast costa rica ?,france 's economic activities compare contrast italy ?,0,0.0,0.0,8,0.9411764705882353
156021,safety precautions handling shotguns proposed nra washington ?,safety precautions handling shotguns proposed nra new jersey ?,1,0.0,0.0,10,0.975609756097561
156022,start fruit diet ?,go diet ?,1,0.0,0.0,11,0.631578947368421
156023,best order read discworld novels terry pratchett maximum enjoyment ?,particular order read terry pratchett 's discworld novels ?,1,0.0,0.0,42,0.8837209302325582
156024,judges corrupt ?,judges corrupt ?,0,0.0,0.0,0,1.0
156025,traffic laws china particularly hard foreign drivers get used ?,traffic laws egypt particularly hard foreign drivers get used ?,0,0.0,0.0,5,1.0
156026,indian railways privatized ?,indian railways develop acute privatization ?,1,0.0,0.0,19,0.9142857142857143
156027,improve presence mind ?,improve presence mind concentration ?,1,0.0,0.0,14,0.9285714285714286
156028,"best internet service provider bhugaon , pune ?",good internet service providers ( isps ) pcmc ?,0,0.0,0.0,16,0.7777777777777778
156029,time travel possible discovery gravitational waves ?,possible time travel past ?,1,0.0,0.0,32,0.8235294117647058
156030,join french foreign legion ?,really join french foreign legion ?,1,0.0,0.0,7,0.9285714285714286
156031,'s appropriate response someone says `` 'm sorry loss '' ?,"people say ' 'm sorry ' someone dead , 's fault ?",0,0.0,0.0,41,0.8235294117647058
156032,inboxdollars.com legitimate website ?,quibids.com legitimate website ?,0,0.0,0.0,10,0.8648648648648649
156033,"mathematical puzzles : ( ) + ( ) + ( ) = 30 using 1,3,5,7,9,11,13,15 ?",value 1.3.5+3.5.7+5.7.9+ ... +17.19.21 ?,0,0.0,0.0,56,0.5581395348837209
156034,overcome fear ?,one overcome fear power ?,0,0.0,0.0,10,0.8695652173913043
156035,raise iq ?,increase iq ?,1,0.0,0.0,5,0.8888888888888888
156036,gain weight quickly vegetarian diet ?,gain weight quickly ?,0,0.0,0.0,16,0.9142857142857143
156037,saltwater taffy candy imported spain ?,saltwater taffy imported japan ?,1,0.0,0.0,9,0.9444444444444444
156038,get free amazon gift cards ?,'s best way legally get free itunes gift cards ?,0,0.0,0.0,26,0.7428571428571429
156039,difference data inform ?,"difference data , information , content ?",0,0.0,0.0,17,0.9629629629629629
156040,important lessons learned life learn ?,'s important life lesson ?,1,0.0,0.0,22,0.9333333333333333
156041,possibility depressed man fall love put friend zone ?,possible guy like someone barely know ? ( tons female friends ) ?,0,0.0,0.0,42,0.8372093023255814
156042,black holes made ?,black holes `` made '' ?,1,0.0,0.0,6,0.9285714285714286
156043,good research paper topics student passed second semester btech chemical engineering ?,student btech food/oils/coating etc mtech/ms chemical engineering ?,0,0.0,0.0,48,0.9230769230769231
156044,first organism formed earth ?,solar system : earth formed ?,0,0.0,0.0,22,0.8
156045,difference anti-matter dark matter ?,difference antimatter dark matter ?,1,0.0,0.0,1,0.9629629629629629
156046,crush white guy school ’ think 'll actually want talk im black girl ?,figure sexuality ?,0,0.09190870911845062,0.0,59,0.6666666666666666
156047,good microphone array systems available kiosk installations ?,"select good kiosk manufacturer bangalore , india ?",0,0.0,0.0,49,0.8292682926829268
156048,would know uses apple cider vinegar combined black strap molasses ?,apple cider vinegar combined black strap molasses help ?,0,0.0,0.0,21,0.926829268292683
156049,main differences pronunciation spanish spoken mexico spain ?,differences spanish spoken spain ( spaniard ) spanish spoken latin america ?,1,0.0,0.0,43,0.8717948717948718
156050,cms option ?,"list php-based cms 's long . worth writing cms ( closed source ) using projects clients , making fast easy use ?",0,0.0,0.0,101,0.5
156051,relationship form content ?,'s difference form 3cd form 3cb ?,0,0.0,0.0,23,0.7096774193548387
156052,best movie year 2016 ?,best film 2016 ?,1,0.0,0.0,9,0.7741935483870968
156053,jesus really born december 25th ?,likely jesus n't born around december 25th ?,0,0.0,0.0,19,0.9302325581395349
156054,process death ?,death natural process ?,0,0.0,0.0,20,0.8888888888888888
156055,"new 2000 inr really ngc ( nano gps chip ) , rumour ?",true new 2000 rupees notes gps chips ?,1,0.0,0.0,33,0.8
156056,"many recruiters work one time , job seeker ?",many active job seekers us and/or canada ?,0,0.0,0.0,30,0.8717948717948718
156057,wear sterling silver water ?,identify real 925 sterling silver ?,0,0.0,0.0,21,0.7741935483870968
156058,remove scratches resin glass ?,remove scratches metal ?,0,0.0,0.0,9,0.896551724137931
156059,"meaning pqwl , rlwl , gnwl , rlgn , rswl , ckwl , railway waiting list ?",booked railway ticket booking status `` pqwl/3 '' current status showing `` cnf '' .. mean ?,0,0.0,0.0,74,0.75
156060,delete instagram likes ?,look someone 's private instagram account without following ?,0,0.0,0.0,43,0.7222222222222222
156061,earth sphere ?,earth shape ?,1,0.0,0.0,3,1.0
156062,humans never invented clothes ?,humans never invented cloth skin clothes ?,1,0.0,0.0,11,0.9714285714285714
156063,hate quora ?,turns people quora ?,0,0.0,0.0,11,0.782608695652174
156064,flames burn upward gravity pulls ?,burning sulphur blue flame ?,0,0.0,0.0,27,0.8333333333333334
156065,electricity transmitted high voltages ? wo n't high energy losses losses proportional ( voltage ) ^2 ?,phone 's charger converts high voltage low voltage . use transformer reverse convert low voltage high voltage ?,0,0.0,0.0,73,0.8085106382978723
156066,best wordpress development company india ?,best company work ios developer india ?,0,0.0,0.0,24,0.9743589743589743
156067,sort food like ?,kind food like ?,1,0.0,0.0,4,0.8181818181818182
156068,push comfort zone ?,break comfort zone ?,1,0.0,0.0,5,0.7586206896551724
156069,buying vietnam privatization shares good deal ?,start/complete quest dota 2 ?,0,0.0,0.0,37,0.6842105263157895
156070,must-see places visit ireland ?,must-visit places visiting australia first time ?,0,0.0,0.0,24,0.9142857142857143
