id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
324002,skyteam vs staralliance vs oneworld ? would decide best alliance ?,star alliance induct `` good nothing '' air india part alliance ?,0,0.26203798170631853,0.0714285714285714,43,0.717948717948718
324003,quantity survey ?,quantity surveying ?,1,0.0,0.0,3,0.9629629629629629
324004,rocket work ?,sky rockets work ?,1,0.0,0.0,5,0.9
324005,best free vpn download torrents ?,download torrent files android devices free ?,0,0.0,0.0,34,0.875
324006,anyone ever measured size room cubic people instead cubic feet ?,ever experiments squeezing water ? 1 cubic cm water shrunk sheer force half size ?,0,0.0,0.0,56,0.8085106382978723
324007,difference cdma gsm ?,"difference hsdpa , wcdma gsm ?",0,0.0,0.0,9,0.8666666666666667
324008,good news channels watch online daily stay updated ?,news channels watch ?,0,0.04207778951881626,0.0,31,0.7586206896551724
324009,integrate [ math ] v^3 ( a^2-v^2 ) ^ { \frac { 1 } { 2 } } [ /math ] substitution ?,integrate [ math ] \int { \frac { x^2 } { ( a^2-x^2 ) ^ { 3/2 } } dx } [ /math ] ?,0,0.0,0.0,45,0.8620689655172413
324010,"downloaded hd videos got audio file seperately , videos played thru vlc media player . process combine audio video files ?",download film extension .mkv playing audio however video playing good bec . file corrupted ?,0,0.0,0.0,82,0.9411764705882353
324011,'s difference `` '' `` '' ?,'s difference ?,1,0.0,0.0,12,0.9565217391304348
324012,people make websites ?,make website ?,1,0.0,0.0,8,0.88
324013,intersections manhattan particularly dangerous ? ? could done improve ?,intersections baltimore particularly dangerous ? ? could done improve ?,0,0.0,0.0,8,0.95
324014,good tv series watch learning spoken english ?,best tv series learning english ?,1,0.04967539195417288,0.08333333333333337,17,0.7878787878787878
324015,chaotic nature strongly interacting dark matter responsible casimir effect ?,curved spacetime state displacement strongly interacting dark matter fills ‘ empty ’ space ?,1,0.0,0.0,49,0.8888888888888888
324016,"chant `` nam myoho renge kyo '' without asking something specific , work ?",ladies chant mantra mc/period ?,0,0.0,0.0,59,0.7
324017,one start hedge fund ?,start hedge fund ? explain concept business model prospects may know better ?,1,0.0,0.0,63,0.7368421052631579
324018,best way handle situation find partner cheating lying ?,upcoming fashion trends winter 2016 ?,0,0.0,0.0,41,0.8181818181818182
324019,basic goals terrorism ?,terrorism prevented ?,0,0.0,0.0,19,0.6666666666666666
324020,maximum wind speed turbine ?,turbine output affected wind speed ?,0,0.0,0.0,27,0.8484848484848485
324021,one grey tick mean whatsapp ?,one tick whatsapp ?,1,0.0,0.0,10,0.875
324022,boost mobile cdma gsm ?,way convert gsm mobile cdma ?,0,0.0,0.0,17,0.8484848484848485
324023,find molar mass deuterium ?,find molar mass calcium carbonate ?,0,0.0,0.0,15,0.9375
324024,"woman , learn squirt orgasm ?",sex without orgasm worthwhile enjoyable woman ?,0,0.0,0.0,37,0.8108108108108109
324025,best science fiction books decade ?,good science fiction books ?,0,0.0,0.0,11,0.9285714285714286
324026,"good summary modern intersectional social justice , progressive , politically correct , cultural marxist ideology ?",social justice ?,0,0.030580470790582962,0.0,99,0.7058823529411765
324027,would good age start reading shakespeare 's plays child ?,"people tell read terry pratchett . ok , . 's good book start recommended sequence ?",0,0.04348352515307742,0.0,64,0.8444444444444444
324028,colony collapse disorder problem ?,colony collapse disorder ?,0,0.0,0.0,8,0.9333333333333333
324029,web crawler ?,crawler ?,1,0.0,0.0,4,0.9411764705882353
324030,foreign children need passport go mexico ?,"best places visit bike ride , route mumbai - vadodara - ahmedabad - bhuj - rann kutch - mount abu - pushkar- udaipur - mumbai .",0,0.0,0.0625,109,0.7142857142857143
324031,"electricity caused moving electrons , magnetic fields , quantum mechanics , virtual particles , photons , light , bends spacetime , “ dunno ” ?","magnetism caused moving electrons , magnetic fields , quantum mechanics , virtual particles , magnetons , light , bends spacetime , “ dunno ” ?",0,0.0,0.0,15,0.9803921568627451
324032,song plays end credits 2002 movie summer things ?,song plays end credits 2002 movie stupid ?,0,0.0,0.0,11,0.9767441860465116
324033,disadvantages democracy ?,india democracy republic ?,0,0.0,0.0,19,0.75
324034,british word bullpen ?,brits think america ?,0,0.0,0.0,14,0.6666666666666666
324035,difference velocity average velocity ?,difference instantaneous average velocity ?,0,0.0,0.0,12,0.9411764705882353
324036,smallest insect planet ?,smallest fish planet ?,0,0.0,0.0,5,0.88
