id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
164001,phone buy 15k ?,mobile better 15k ?,1,0.4729689364314541,0.19999999999999996,10,0.6153846153846154
164002,'s best way fuck ?,solve [ math ] x-x+1=0 [ /math ] ?,0,0.0,0.0,28,0.35294117647058826
164003,make barrel gold ?,"game get nintendo 3ds : animal crossing , terraria , fantasy life ?",0,0.0,0.0,57,0.625
164004,clever ?,become clever ?,1,0.0,0.0,7,0.8235294117647058
164005,feel like pregnant ?,like pregnant teenager india ?,0,0.0,0.0,20,0.9230769230769231
164006,second season fairy tail come netflix ?,popular fairy tail chapter ?,0,0.0,0.0,21,0.75
164007,sources use learn c month little knowledge c already ?,good unlimited home wifi plans united states ?,0,0.0,0.0,40,0.8421052631578947
164008,become good java developer ?,become good java developer good java knowledge ?,1,0.0,0.0,20,0.9090909090909091
164009,meaning hindi word 'paribhasha ' ?,meaning hindi word 'paksh ' ?,0,0.0,0.0,6,0.9411764705882353
164010,learn speak hindi ?,learn speak hindi ?,1,0.0,0.0,0,1.0
164011,integrate log ( sinx ) ?,integrate function [ math ] f ( x ) = \log ( \sin x ) ? [ /math ],0,0.0,0.0,41,0.75
164012,see moon sun sky ?,sometimes see sun moon sky ?,1,0.0,0.0,15,0.9090909090909091
164013,countries lsd legal ?,countries lsd legal ?,1,0.0,0.0,0,1.0
164014,"n't deport bihari , bengali migrants tamil nadu ?",people tamil nadu indians still english india ? big mistake accept hindi ?,0,0.0,0.0,56,0.8717948717948718
164015,amicable solution cauvery water dispute karnataka tamilnadu ?,kaveri river issue ?,0,0.0,0.0,47,0.6451612903225806
164016,profitable startup business ghana ?,profitable startup businesses ?,0,0.0,0.0,6,0.9375
164017,"hotel nepal would safe unmarried couples , without harassment police , hotel staff , moral police ?","hotel mumbai would safe unmarried couples , without harassment police , hotel staff , moral police ?",0,0.0,0.0,5,0.975609756097561
164018,add website pages google cache google cache pages ?,unacademy.in change domain unacademy.com ?,0,0.0,0.0,40,0.6451612903225806
164019,carelessly flew 300ft kite half mile away general aviation airport . put pilot risk ?,"aviation : take pune towards north continue flying `` true north '' heading , would able land airport took ?",0,0.0,0.0,81,0.8076923076923077
164020,importance education united states views education different finland 's ?,importance education united states views education different germany 's ?,0,0.0,0.0,5,0.926829268292683
164021,ban rs . 1000 rs . 500 notes impact indian economy ?,ill effects demonetization 500 1000 rupee notes india ?,1,0.0,0.0,44,0.8292682926829268
164022,evils drinking ?,evil ?,0,0.0,0.0,10,0.6666666666666666
164023,many hours product manager work india ?,many hours product managers work ?,0,0.0,0.0,7,0.9743589743589743
164024,"built donald trump 's planned wall us mexico somehow got mexico pay , would happen ?",donald trump plan invade mexico ?,0,0.0,0.0,55,0.7804878048780488
164025,dogs eat raw chicken meat ?,dogs eat raw meat ?,0,0.0,0.0,8,0.8275862068965517
164026,best aspects working first financial bank ohio ?,best aspects working first financial bank ?,0,0.0,0.0,5,0.972972972972973
164027,win 2016 presidential election ?,going win 2016 us presidential election ? ?,1,0.0,0.0,11,0.95
164028,saltwater taffy candy imported jamaica ?,saltwater taffy candy imported mexico ?,1,0.0,0.0,5,0.9473684210526315
164029,china support pakistan country known sponsor terror instead india ?,"case war india pakistan , country ( countries ) usa china support ? ?",0,0.0,0.0,44,0.9230769230769231
164030,practice c programming ?,learn c programming ?,1,0.0,0.0,7,0.9230769230769231
164031,universities lincoln national recruit new grads ? majors looking ?,universities target recruit new grads ? majors looking ?,0,0.0,0.0,15,1.0
164032,feel like see boyfriend orgasm ?,feel like see wife orgasming ?,0,0.0,0.0,10,0.875
164033,difference seamless seam table tennis ball ?,table tennis ball boys ?,0,0.0,0.0,30,0.7407407407407407
164034,stop going eating like crazy ?,one stop themself eating ?,1,0.0,0.0,23,0.75
164035,meaning stud ?,meaning studded ?,0,0.0,0.0,3,1.0
164036,whole hillary clinton pneumonia 9/11 stumbling video exposure affect polls next weeks ?,would hillary clinton diagnosed pneumonia affect presidential race ?,1,0.0,0.0,50,0.8571428571428571
164037,feel like hate parent ?,hate parents ?,0,0.0,0.0,11,0.782608695652174
