id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
240002,steps taken canadian government improve literacy rate ?,send homemade herbal hair oil india us via postal private courier services ?,0,0.0,0.0,55,0.8421052631578947
240003,good way lose 30 pounds 2 months ?,lose 30 pounds 2 months ?,1,0.0,0.0,9,0.8888888888888888
240004,following accurately describes translation graph = ( x+3 ) ^2 -2 graph = ( x -2 ) ^2 +2 ?,graph x + 2y = -2 ?,0,0.0,0.0,72,0.6046511627906976
240005,purpose yawning ?,mammals yawn stretch ?,0,0.0,0.0,15,0.6428571428571429
240006,anyone help solve math riddle ?,mathematics physics : anyone help solve ?,0,0.0,0.0,32,0.8823529411764706
240007,sat/act scores average university michigan ?,considered low sat/act score get stanford ?,0,0.0,0.0,35,0.7428571428571429
240008,business modi trying change india cashless economy ?,business modi trying change india cashless economy ?,1,0.0553993315634464,0.0,0,1.0
240009,"christians really still believe noah 's ark , santa claus , jonah living inside whale ?",rational people believe noah 's ark ?,0,0.0,0.0,58,0.7804878048780488
240010,feel sleepy dizzy work ?,feel sleepy work ?,0,0.0,0.0,6,0.8888888888888888
240011,catholic bible 73 books ?,books catholic bible protestant bible ?,1,0.0,0.0,20,0.8387096774193549
240012,'s safest way transport desktop computer flying ?,"'s cheapest way ship heavy packages ( e.g . furniture/desktop computer ) new york nairobi , kenya ?",0,0.0,0.0,61,0.8235294117647058
240013,"good solar panel installation provider near petaluma , california ca ?","good solar panel installation provider near agoura , california ?",0,0.0,0.0,9,0.9743589743589743
240014,unitedhealth group ( bangalore ) provide higher education assistance employees ?,ibm allow fresher employees higher education ?,0,0.0,0.0,52,0.8888888888888888
240015,hack husband phone ?,hack husband whatsapp ?,1,0.0,0.0,7,0.8571428571428571
240016,like work capgemini india ?,like work capgemini india ?,1,0.08143053467947596,0.0,0,1.0
240017,"hotel nashik would safe unmarried couples , without harassment police , hotel staff , moral police ?","hotel gurgaon would safe unmarried couples , without harassment police , hotel staff , moral police ?",0,0.0,0.0,7,0.9523809523809523
240018,reviews hifonics amps ?,reviews hifonics 5-channel amp ?,0,0.0,0.0,11,0.9142857142857143
240019,world warcraft ( 2004 video game ) : like play dwarf dps world warcraft ?,world warcraft ( 2004 video game ) : like play blood elf dps world warcraft ?,0,0.0,0.0,7,0.9811320754716981
240020,worst thing ever smelled ?,'s worst thing 've ever done ?,0,0.0,0.0,13,0.9032258064516129
240021,"created database better excel using sql , sell schools colleges ?",machine learning asu ?,0,0.0,0.0,53,0.7647058823529411
240022,jesus ?,jesus deelena ?,0,0.0,0.0,8,0.75
240023,best way find lead vc ?,raise venture capital ? email business plan ?,0,0.0,0.0,35,0.75
240024,project 's irr positive even npv negative ?,npv positive irr 0 ?,0,0.0,0.0,30,0.7857142857142857
240025,want name dog game thrones character . would best name ?,beautiful woman game thrones ?,0,0.0,0.0,40,0.8648648648648649
240026,like major philosophy brown ?,like major philosophy ?,0,0.0,0.0,6,0.9090909090909091
240027,interesting products innovations host hotels & resorts coming 2016 ?,interesting products innovations strategic hotel & resorts coming 2016 ?,0,0.0,0.0,9,1.0
240028,remotely access smart phone laptop ?,way remotely access mobile another mobile phone ?,0,0.0,0.0,24,0.9090909090909091
240029,best places visit kerala ? best way transportation ?,good beaches visit kerala ?,1,0.0,0.0,33,0.8
240030,time travel anyhow ?,time travel already possible earth ?,1,0.0,0.0,19,0.8125
240031,decides amount money central bank prints ?,banks lend borrow money instead borrowing central bank ?,0,0.0,0.0,38,0.8947368421052632
240032,easiest way quit smoking ?,easiest way quit smoking ?,1,0.0,0.0,0,1.0
240033,factors affecting soil fertility ?,type algae increase soil fertility ?,0,0.0,0.0,17,0.967741935483871
240034,"father elohim jesus jehovah ( mormons teach ) , mormon explain deuteronomy 6:4 ?",mormons believe one god ? worship ?,0,0.0,0.0,63,0.6222222222222222
240035,ideas come easily taking shower ?,people really good ideas shower ?,1,0.0,0.0,20,0.8235294117647058
240036,mean moss sharepoint ?,mean moss sharepoint development ?,1,0.0,0.0,12,0.896551724137931
240037,$ 500 trillion rich rothschilds forbes richest people list ?,richest people trinidad ?,0,0.0,0.0,46,0.8235294117647058
240038,causes black spots skin ?,causes orange spots skin ?,0,0.0,0.0,5,0.8666666666666667
240039,dumbest question answer seen quora ?,stupid question answer ( ) quora ?,1,0.0,0.0,11,0.8484848484848485
240040,would break law save loved one ?,would break law loved one ?,1,0.0,0.0,5,0.9655172413793104
240041,facilities provided cognizant technology solutions freshers ?,"better : cognizant technology solutions pune , bangalore , gurgaon hyderabad ?",0,0.0,0.0,47,0.8837209302325582
240042,best open source automated web functional test tools available september 2014 ?,best tool start automation testing ?,0,0.0,0.0,52,0.717948717948718
240043,apps similar whatsdog ?,app similar snapchat ?,0,0.0,0.0,8,0.7857142857142857
240044,best book digital marketing ?,best book digital marketing ?,1,0.0,0.0,0,1.0
