id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
236002,important characteristics creative thinking ?,best examples creative thinking ?,0,0.5898106262849994,0.33333333333333337,20,0.8888888888888888
236003,stay motivated coding ?,stay motivated programming ?,0,0.0,0.0,7,0.9032258064516129
236004,girls love foot massage ? offer girls tired work .,'m hindu girl 's immensely love pakistani guy . make relationship work ?,0,0.0,0.0,48,0.8292682926829268
236005,people still think world flat ?,people still believe earth flat ?,1,0.0,0.0,10,0.8125
236006,volcanoes erupt ?,volcano erupt ?,0,0.0,0.0,2,0.9629629629629629
236007,books changed life ?,books change life ?,1,0.0,0.0,1,0.967741935483871
236008,net worth facebook ?,net worth ?,0,0.0,0.0,9,0.782608695652174
236009,worst thing happened result nice ?,worst thing happened nice ?,1,0.0,0.0,7,0.9411764705882353
236010,screenshot taken windows laptop ?,take screenshot windows 7 ?,1,0.0,0.0,17,0.9090909090909091
236011,baptism christening differ ?,infant christening baptism differ ?,1,0.0,0.0,15,1.0
236012,ca n't india ban import chinese products india ?,"india ca n't ban cheap , substandard , harmful chinese goods ?",1,0.0,0.0,42,0.9
236013,powerful countries world ?,powerful country world ?,1,0.0,0.0,3,0.9032258064516129
236014,major stereotypes people denmark extent true ?,people like denmark ?,0,0.0,0.0,31,0.7741935483870968
236015,mind-blowing mobile gadgets 2016 exist people n't know ?,useful devices gadgets smartphone maybe people n't know ?,1,0.0,0.0,31,0.7346938775510204
236016,normal masturbate lying stomach rubbing penis pillow ?,masage penis increase blood flow area . normally end masturbating . fine harmful ?,0,0.0,0.0,60,0.9302325581395349
236017,hp officejet 4620 airprint compare hp laserjet enterprise m604dn ?,hp officejet 4620 airprint compare hp designjet t730 36-in printer ?,1,0.0,0.0,22,0.8936170212765957
236018,good examples gamification india ?,good examples gamification banking ?,0,0.23826271023068973,0.0,5,0.9444444444444444
236019,toughest math problem ever ?,toughest math problem ?,1,0.0,0.0,5,0.967741935483871
