id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
392003,become sovereign citizen ?,become sovereign ?,0,0.7777110938137962,0.6666666666666667,8,0.9285714285714286
392004,samsung galaxy s7 compared iphone 6s plus ?,one samsung galaxy s7 iphone 6s better ?,1,0.0,0.0,19,0.9047619047619048
392005,film actress fart loudly ?,speed rain fall way ?,0,0.0,0.0,18,0.7333333333333333
392006,cheapest dyes cotton fabrics ?,best dye dye cotton ?,0,0.0,0.0,17,0.7857142857142857
392007,favorite movie scene ?,time best telugu movie ever seen ?,0,0.0,0.0,21,0.7586206896551724
392008,"point technology allow women establish , develop , defend , maintain civilisation ?",low china allow reserves fall ? point give stop defending currency ?,0,0.0,0.0,55,0.8837209302325582
392009,really work ? divya madhunashini vati patanjali,ramdev 's patanjali products genuine ?,0,0.0,0.0,40,0.8292682926829268
392010,symmetrical figures ? functions ?,'re tips aspiring science fiction author ?,0,0.0,0.0,30,0.8235294117647058
392011,take official online iq test ?,official iq test free ?,1,0.0,0.0,17,0.8888888888888888
392012,"best activities children visiting huanghua , hebei , china ?","best activities children visiting qian'an , hebei , china ?",0,0.0,0.0,6,0.918918918918919
392013,find past life ?,standard serious fault ?,0,0.0,0.0,18,0.8461538461538461
392014,ways help environment ?,help environment ?,1,0.0,0.0,5,0.8666666666666667
392015,enjoy present moment without worrying future ?,live present moment without worrying past future ?,0,0.0,0.0,10,0.8947368421052632
392016,"much money youtubers make 1 million views 10,000 subscribers ? much tax pay ?",much money youtube pay 100 views ?,0,0.0,0.0,47,0.8888888888888888
392017,worries ?,worries ?,1,0.0,0.0,0,1.0
392018,apply business permit license ?,apply business permit license ?,1,0.0,0.0,0,1.0
392019,count calories smart restaurant ?,good ways count calories ?,0,0.0,0.0,23,0.8387096774193549
392020,veto power & china misusing india ?,trading equity double edge sword ?,0,0.0,0.0,30,0.7368421052631579
392021,suffering ptsd ?,diagnosed sociopath suffer ptsd ?,0,0.0,0.0,23,0.8666666666666667
392022,programs used make first programming languages ?,programming language used create first programming language ?,1,0.0,0.0,18,0.9444444444444444
392023,"use html , css bootstrap ?","using html , css bootstrap ?",0,0.0,0.0,3,0.8823529411764706
392024,good gifts foreign visitor bring 're invited someone 's home mexico first time ?,good gifts foreign visitor bring 're invited someone 's home kuwait first time ?,0,0.0,0.0,6,0.85
392025,viscous liquid ?,manometric liquid ?,0,0.0,0.0,10,0.6923076923076923
392026,best way invest 125000/- ?,connection arnab goswami quitting times 1 day ban ndtv india ?,0,0.0,0.0,49,0.6666666666666666
392027,"instagram ( product ) : login instagram n't remember password , dont know email address used set account ?",retrieve instagram password forgot information email address used sign ?,0,0.0,0.0,63,0.7727272727272727
392028,inspirational movies watch ?,best inspirational movies ?,1,0.0,0.0,11,0.875
392029,"one prepare upsc prelims 15 days ? , ?",60 days enough prepare upsc prelims ?,0,0.0,0.0,25,0.8205128205128205
392030,adaptations great white shark ?,adaptations great white shark ?,1,0.0,0.0,0,1.0
392031,difference painting sculpture ?,'s differences realism painting impressionism paintings ?,0,0.0,0.0,32,0.8823529411764706
392032,use capo d'astro ?,guitarist need use capo ’ astro ?,1,0.0,0.0,17,0.8275862068965517
392033,basics penny stocks know ? useful tips start trading ?,think idea battle fake news ?,0,0.0,0.0,43,0.7777777777777778
392034,good websites download anime ( japanese english subs ) ?,best website download anime series ?,0,0.0,0.0,26,0.7777777777777778
392035,delete paytm account ?,delete polyvore account ?,0,0.0,0.0,6,0.896551724137931
392036,dangerous uber driver ?,dangerous uber drivers/passengers ?,1,0.0,0.0,12,0.9333333333333333
392037,best songs udit narayan ?,best song udit narayan ?,1,0.0,0.0,1,1.0
392038,comes mind hear word 'corruption ' ?,comes mind hear word 'pakistan ' ?,0,0.0,0.0,8,0.9444444444444444
392039,"rural development : differences farming practices rich poor farmers , return investment cases ?",irr ( internal rate return ) different interest rate claimed bank leasing car ?,0,0.0,0.0,68,0.7619047619047619
392040,happens humans developed ridges prehensile hands feet ?,would happened humans chose vegetarian avoided meats ? ( socially development wise ),0,0.0,0.0,55,0.8571428571428571
392041,indian politician rahul gandhi referred pappu social media ?,"rahul gandhi called pappu banti , bablu , tinku sonu ?",0,0.0,0.0,45,0.8717948717948718
392042,hack total conquest ?,"berber genetic input moorish conquest sicily ? , much ?",0,0.0,0.0,41,0.7058823529411765
392043,many sunny days ?,like sunny days ?,0,0.0,0.0,4,0.7619047619047619
392044,best mobile web app framework ?,best python web app framework ? ?,0,0.0,0.0,8,0.8484848484848485
392045,find lost dog ?,find lost dog ?,1,0.0,0.0,0,1.0
392046,indian guy leave girlfriend arranged marriage ? n't fight love ?,would start business florida minor ?,0,0.0,0.0,50,0.7777777777777778
392047,could potentially run drinking water future ?,ever run fresh water ?,1,0.0,0.0,30,0.625
392048,cool psychological hacks ?,psychological tricks hacks useful know ?,0,0.0,0.0,24,0.7878787878787878
392049,"manages pages companies like google , facebook companies linkedin ?",use linkedin company pages business marketing ?,0,0.0,0.0,47,0.8421052631578947
392050,prevents governments banning bitcoin making illegal ?,bitcoin : people trust bitcoin enough make transactions illegal goods bitcoin radically transparent ?,0,0.0,0.0,72,0.85
392051,much could earn monthly organic farming 2 acres ?,computer router ?,0,0.0,0.0,39,0.6
392052,would create database ?,create database life ?,0,0.0,0.0,11,0.8148148148148148
392053,germany defeat france easily world war ii ?,italian military poorly wwii ?,0,0.0,0.0,29,0.7741935483870968
392054,examples symmetry arthropods ' anatomies ?,examples symmetry arthropods ' anatomies ? function ?,1,0.0,0.0,11,0.9230769230769231
392055,career advice would give someone wants become human resource senior assistant ?,career advice would give someone wants human resource manager ?,0,0.12984811936698581,0.0,21,0.9743589743589743
392056,better sleep hour sleep ?,happens regularly get 3 hours sleep per night ?,0,0.0,0.0,30,0.7586206896551724
392057,advantages disadvantages hair straightening ?,best way permanently straighten hair ?,0,0.0,0.0,29,0.7333333333333333
392058,fish deep-sea creatures withstand pressures deep ocean ?,deep sea creatures survive high water pressure . ?,1,0.0,0.0,32,0.8
392059,"want thank , ?",want thank ?,1,0.0,0.0,2,0.9411764705882353
392060,learn lead woman salsa dancing ?,best way learn salsa dancing ?,1,0.0,0.0,11,0.8387096774193549
392061,needed brief explanation construct switch using npn transistor ?,n't us bomb syrian government troops given russian strategy targeting civilians ?,0,0.0,0.0,60,0.7804878048780488
392062,control dream ?,control dreams ?,1,0.0,0.0,1,0.96
392063,difference solution mixture ?,difference solution mixture ?,1,0.0,0.0,0,1.0
392064,medicine healthcare : people foam mouth seizure ?,"many people fanatically , foaming-at-the-mouth crazy sports ?",0,0.0,0.0,42,0.8571428571428571
392065,would given direct order consider illegal immoral ?,ever given alleged illegal order ? happened ?,0,0.0,0.0,35,0.75
392066,kingdom god world state issued death warrant jews ?,prime minister modi repeatedly pledge defend rights faiths constitutional obligation governments including government ?,0,0.0,0.0,93,0.7804878048780488
392067,10 fewer good habits 24 year old make life better ?,10 minutes every day change life ?,0,0.0,0.0,36,0.7727272727272727
392068,"forgiveness strong tonic , unforgiveness poison . apathy ?",would forgive person matter horrible his/her fault he/she repents truly ?,0,0.0,0.0,52,0.7906976744186046
392069,'s best html5 book web designers ?,best books web design ?,0,0.0,0.0,13,0.8125
392070,people big noses take pictures ?,people freak see big nose ?,0,0.0,0.0,18,0.875
392071,create email account ?,make email account ?,1,0.0,0.0,4,0.9230769230769231
392072,best way earn money online ?,freelancer best way earn money online ?,0,0.0,0.0,11,0.9375
392073,guys get jealous even boyfriend ?,get jealous boyfriend meets pretty dentist ? immature feel ? ?,0,0.0,0.0,47,0.9230769230769231
392074,think win ipl 6 ( 2013 ) ?,win ipl 2013 ?,1,0.0,0.0,12,0.7857142857142857
392075,become astronomer india ?,people india always want govt jobs ?,0,0.2652793853062506,0.0,28,0.6875
392076,scariest horror movie 've even seen ?,frightening horror movie 've seen ?,1,0.0,0.0,15,0.8666666666666667
392077,'m 18. make money online ?,best way making money online ?,1,0.0,0.0,10,0.7096774193548387
392078,egg isveg non veg ?,eggs veg non veg ?,1,0.0,0.0,3,0.9411764705882353
392079,major algo trading/hft companies japan ?,much profit per trade hft firms target trading indian market ?,0,0.0,0.0,44,0.8717948717948718
392080,quora says `` question ( insert topic ) may need editing easier understand . '' op . must ?,"told quora `` question x may need editing … '' never actually asked question , although might answered ?",1,0.0,0.0,67,0.76
392081,mystery behind lal bahadur shashtri 's death ?,"lal bahadur shastri poisoned tashkent , uzbekistan , u.s.s.r ?",1,0.0,0.0,50,0.7567567567567568
392082,best horror movies 2016 ?,best horror movies 2016 ?,1,0.0,0.0,0,1.0
392083,analysis `` first acquaintance poets '' william hazlitt ?,"hw improv ? hw bring self-confidence ? igot 81 % xth , 81 % xiith nw 54.53 % engg.i hv still 2 sem.gv tips boost aggre ?",0,0.0,0.0,98,0.6181818181818182
392084,pros cons homeschooling ?,"homeschooling , homeschooled share pros cons ?",1,0.0,0.0,29,0.9032258064516129
392085,convince someone something ?,convince someone try something ?,0,0.0,0.0,4,0.9285714285714286
392086,change keyboard colors ?,would life makes arvind kejriwal ?,0,0.0,0.0,25,0.6470588235294118
392087,difference 4stroke 2stroke engine ?,difference ci engine si engine ?,0,0.0,0.0,14,0.8148148148148148
392088,exactly banning rs 500 rs 1000 notes curb problem black money ?,would demonetization 500 1000 rupee notes actually help curbing black money india ?,1,0.0,0.0,49,0.8979591836734694
392089,example deep-ocean trench ?,deep ocean trenches form ?,0,0.0,0.0,16,0.8387096774193549
392090,biggest misconceptions country countries ?,'s biggest misconception country ?,0,0.0,0.0,14,0.9696969696969697
392091,indian medias experts doubt indian gdp growth rate ?,"india , overestimating gdp growth rate ?",1,0.0,0.0,21,0.8648648648648649
392092,organize time ?,organize time better ?,1,0.0,0.0,7,0.96
392093,counts technical study ?,make every minute day count ?,0,0.0,0.0,23,0.7741935483870968
392094,"world designated survivor tv series , n't acceptable convene governors come transitional government ?",tv series worth watching ?,0,0.0,0.0,82,0.7567567567567568
392095,0 ! = 1 ?,0 ! equal 1 ?,1,0.0,0.0,5,0.625
392096,would speed b2b sales slowing process ?,one speed b2b sales slowing process ?,1,0.0,0.0,4,0.9714285714285714
392097,different hair colors ?,wide variation hair colors white people ?,0,0.0,0.0,24,0.875
392098,dream job illegal ?,dream job ?,0,0.0,0.0,8,0.8695652173913043
392099,industry standard ( % ) oem deals s/w support ?,iteration log likelihood mean running regression analysis ( example attached ) ?,0,0.0,0.0,62,0.8181818181818182
392100,career options available electrical engineering graduate ?,career options graduating electrical engineering particularly circuit design area ?,1,0.0,0.0,35,0.9142857142857143
392101,phone deals available costco ?,best coffee available costco ?,0,0.0,0.0,11,0.8275862068965517
392102,ethical marry teacher ?,social taboo among tamilian marry neice ?,0,0.0,0.0,28,0.7857142857142857
392103,best bossa nova songs ?,best guitar bossa nova ?,0,0.0,0.0,12,0.88
392104,tamilians think andhra pradesh ?,indian state andhra pradesh bankrupt ?,0,0.0,0.0,20,0.8666666666666667
392105,rhizobium bacteria appear leguminous plants plants ?,rhizobium bacteria appear leguminous plants plants ?,1,0.0,0.0,0,1.0
392106,employees noble good work-life balance ? differ across positions departments ?,employees quantum good work-life balance ? differ across positions departments ?,0,0.0,0.0,7,0.9565217391304348
392107,"like attend government college engineering , karad ?","review government college engineering , karad ?",0,0.0,0.0,9,0.9714285714285714
392108,would isps block didnt net neutrality ?,would happen isps blocked something like facebook google absence net neutrality ?,1,0.0,0.0,45,0.9047619047619048
392109,worry much ?,worrying much others ?,0,0.0,0.0,10,0.7692307692307693
392110,get champagne cork back bottle ?,recap champagne bottle ?,1,0.0,0.0,14,0.967741935483871
392111,likely world war iii future ?,world war iii way right ?,1,0.0,0.0,15,0.7857142857142857
392112,develop cross-platform app c++ ?,develop cross-platform app ?,0,0.0,0.0,4,0.9696969696969697
392113,turbine rotate clockwise ?,clockwise-spinning top suddenly spin counter-clockwise right stops ?,0,0.0,0.0,50,0.7777777777777778
392114,blinking symbol computer screen called ?,final year mba apply afcat exam ?,0,0.0,0.0,31,0.7777777777777778
392115,prepare upsc ?,prepare ias ?,1,0.0,0.0,3,0.8235294117647058
392116,"train india , sl , 1a , 2a , 3a , 2s , cc mean ?",best bike 500 cc india ?,0,0.0,0.0,40,0.6451612903225806
392117,harmful effects chai/tea latte ?,recipe twinings ' chai tea latte ?,0,0.0,0.0,17,0.7096774193548387
392118,key ( ) success ?,keys success ?,1,0.0,0.0,4,0.8888888888888888
392119,find free professional astrology reading ?,get free astrological report professional astrologer ?,1,0.0,0.0,32,0.9032258064516129
392120,evidence prove existence god ?,"believe god ? , sort testable evidence ?",1,0.0,0.0,28,0.8125
392121,entrepreneurship india : new business ideas lesser investment ?,new business ideas lesser investment ?,1,0.0,0.0,25,0.9142857142857143
392122,quora stopped feature answering anonymously ?,ca n't ask question anonymously ?,0,0.0,0.0,24,0.7567567567567568
392123,per diem laws ?,average per diem given employee new york ?,0,0.0,0.0,29,0.7586206896551724
392124,"car travels b rate 40 miles per hour , returns b rate 60 miles per hour . average rate round trip less 50 miles per hour ? ?",bullet twists rate 1 twist per 12 inches . many times revolve travels 20 feet ?,0,0.0,0.0,85,0.7843137254901961
392125,best methods avoid rats car ?,keep rats away car ?,1,0.0,0.0,16,0.5925925925925926
392126,get free land us ?,get land midc ?,0,0.0,0.0,9,0.72
392127,add miles united mileageplus trip ?,worth pay $ 50 fees collect 6470 mileageplus miles ?,0,0.0,0.0,31,0.65
392128,got period days started could cause ?,period stop one day start day right ?,0,0.0,0.0,25,0.8387096774193549
392129,wrong question marked `` needs improvement '' ?,question quora marked 'needing improvement '' make invisible ?,1,0.0,0.0,33,0.9047619047619048
392130,quora ban peter johnson ?,quora ban people ensure quality ?,0,0.0,0.0,16,0.8387096774193549
392131,selected wista domain wipro campus selection later received appointment letter realized wipro changed domain gis . n't fraud case ? ?,got selected wipro campus drive scored 6.68 cgpa btech . eligible join wipro ?,0,0.0,0.0,91,0.8571428571428571
392132,folks ask questions quora google search could answer faster accurately ?,many people using quora answer questions easily found simple google search ?,1,0.0,0.0,58,0.9302325581395349
392133,best hollywood romantic movies watch ?,good romantic movies watch ?,1,0.0,0.0,11,0.8888888888888888
392134,prison ?,"generally , legal age vape non-nicotine ?",0,0.0,0.0,35,0.56
