id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
168001,good songs lyric prank boyfriend ?,good songs lyric prank mom ?,0,0.788780745363722,0.6666666666666667,8,0.8823529411764706
168002,animals adapted tropical rainforest biome ?,animals plants adaptated survive tropical rainforest ?,1,0.0,0.0,23,0.9142857142857143
168003,hardest stage 2017 tour de france ?,cyclist second-place stage finishes tour de france ?,0,0.0,0.0,26,0.7692307692307693
168004,activate jio voice service iphone 5s ?,activate jio sim iphone 5s though bar code generated phone ?,0,0.0,0.0,36,0.8648648648648649
168005,possible options india deal uri terror attack ?,react uri camp terror attack ?,1,0.0,0.0,25,0.8
168006,german rosary beads ? find value,happens rest 700 seats comedk considering 14 medical colleges 700 seats available counselling ?,0,0.0,0.0,76,0.7441860465116279
168007,girl feel breasts ?,girls feel breasts ?,1,0.0,0.0,1,1.0
168008,know logic correct ?,"lesser-known sights see visiting bhatpara , india ?",0,0.0,0.0,40,0.7058823529411765
168009,best site watch turkish drama ask laftan anlamaz english subtitles ?,way watch kucuk gelin ( child bride ) - ( turkish drama ) english subtitles seasons 2 till last season ?,0,0.0,0.0,72,0.8260869565217391
168010,saltwater taffy candy imported greece ?,saltwater taffy candy imported germany ?,1,0.0,0.0,5,1.0
168011,vision able lift thor 's hammer avengers age ultron ?,going watch avengers : age ultron ?,0,0.0,0.0,28,0.8108108108108109
168012,much cost develop krishi vigyan kendra ?,roughly much would app like yik yak cost develop ?,0,0.0,0.0,37,0.9523809523809523
168013,important us vote ?,important vote ?,1,0.0,0.0,3,0.9230769230769231
168014,relationship adolf hitler benito mussolini like ?,benito mussolini viewed modern italy ?,0,0.0,0.0,37,0.8108108108108109
168015,kind job/package fresh graduate iim receive ?,package mba iim ?,0,0.0,0.0,30,0.6470588235294118
168016,penis size matter girl stamina ?,pennis size matter sex ?,1,0.0,0.0,12,0.8888888888888888
168017,improve memory ?,improve memory power ?,1,0.0,0.0,6,0.9523809523809523
168018,"humans evolved apes , still apes ?",evolved ages apes around us ?,1,0.0,0.0,20,0.7741935483870968
168019,best book learning python language beginners ?,best book learning python easily ?,1,0.0,0.0,16,0.9714285714285714
168020,pronounce sault ste . marie ?,bulleit bourbon pronounced ?,0,0.0,0.0,25,0.8
168021,eat eggs banana ?,eating eggs bad smoking ?,0,0.0,0.0,11,0.782608695652174
168022,ca n't people think ?,n't people think ?,0,0.0,0.0,3,0.9230769230769231
168023,like study max planck institute informatics ?,like study max planck institute physics ?,0,0.0,0.0,8,0.8947368421052632
168024,company hiring indians ( mba + 3 years work experience finance ) us/uk location ?,uk citizen working us company j1 visa ; work uk remotely 2-4 weeks per year ?,0,0.0,0.0,60,0.6785714285714286
168025,every single question ask quora suddenly tagged `` needing improvement '' ?,happens quora question noted need revision ?,1,0.0,0.0,51,0.7894736842105263
168026,best modern horror/murder/mystery story writers ?,good modern mystery writers ?,1,0.0,0.125,24,0.8387096774193549
