id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
0,step step guide invest share market india ?,step step guide invest share market ?,0,0.9794872039436974,0.8333333333333334,6,1.0
1,story kohinoor ( koh-i-noor ) diamond ?,would happen indian government stole kohinoor ( koh-i-noor ) diamond back ?,0,0.0,0.0,38,0.7619047619047619
2,increase speed internet connection using vpn ?,internet speed increased hacking dns ?,0,0.0,0.0,25,0.8387096774193549
3,mentally lonely ? solve ?,"find remainder [ math ] 23^ { 24 } [ /math ] divided 24,23 ?",0,0.0,0.0,50,0.45714285714285713
4,"one dissolve water quikly sugar , salt , methane carbon di oxide ?",fish would survive salt water ?,0,0.0,0.0,46,0.7317073170731707
5,astrology : capricorn sun cap moon cap rising ... say ?,"'m triple capricorn ( sun , moon ascendant capricorn ) say ?",1,0.0,0.0,32,0.7692307692307693
6,buy tiago ?,keeps childern active far phone video games ?,0,0.0,0.0,38,0.4666666666666667
7,good geologist ?,great geologist ?,1,0.0,0.0,4,0.8571428571428571
8,use シ instead し ?,use `` & '' instead `` '' ?,0,0.0,0.0,12,0.8
9,motorola ( company ) : hack charter motorolla dcx3400 ?,hack motorola dcx3400 free internet ?,0,0.0,0.0,42,0.8372093023255814
10,method find separation slits using fresnel biprism ?,things technicians tell durability reliability laptops components ?,0,0.0,0.0,51,0.9230769230769231
11,read find youtube comments ?,see youtube comments ?,1,0.0,0.0,8,0.8275862068965517
12,make physics easy learn ?,make physics easy learn ?,1,0.0,0.0,0,1.0
13,first sexual experience like ?,first sexual experience ?,1,0.0,0.0,5,0.967741935483871
14,"laws change status student visa green card us , compare immigration laws canada ?",laws change status student visa green card us ? compare immigration laws japan ?,0,0.0,0.0,5,0.9523809523809523
15,would trump presidency mean current international master ’ students f1 visa ?,trump presidency affect students presently us planning study us ?,1,0.0,0.0,45,0.85
16,manipulation mean ?,manipulation means ?,1,0.0,0.0,1,0.96
17,girls want friends guy reject ?,guys feel rejecting girl ?,0,0.0,0.0,22,0.9090909090909091
18,many quora users posting questions readily answered google ?,people ask quora questions answered easily google ?,1,0.0,0.0,36,0.9473684210526315
19,best digital marketing institution banglore ?,best digital marketing institute pune ?,0,0.0,0.0,9,0.9411764705882353
20,rockets look white ?,rockets boosters painted white ?,1,0.0,0.0,14,0.8
21,'s causing someone jealous ?,avoid jealous someone ?,0,0.0,0.0,20,0.8275862068965517
22,questions ask quora ?,question ask quora ?,0,0.0,0.0,1,1.0
23,much 30 kv hp ?,find conversion chart cc horsepower ?,0,0.0,0.0,29,0.42857142857142855
24,mean every time look clock numbers ?,many times day clock ’ hands overlap ?,0,0.0,0.0,23,0.8421052631578947
25,tips making job interview process medicines ?,tips making job interview process foundation medicine ?,0,0.0,0.0,12,0.9523809523809523
26,web application ?,web application framework ?,0,0.0,0.0,10,0.8666666666666667
