id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
400003,modi putting ban 500 1000 notes ?,suggested narendra modi stop circulation rs 500 rs 1000 notes ?,1,0.39021571400026667,0.4,37,0.8947368421052632
400004,best programming language learn 2016 ?,sheryl sandberg : best programming language learn 2016 ?,1,0.0,0.0,18,0.9090909090909091
400005,win election trump clinton ?,think win trump clinton ?,1,0.0,0.0,9,0.896551724137931
400006,word 'aversion ' used sentence ?,word `` '' used sentence ?,0,0.0,0.0,10,0.8666666666666667
400007,good idea take ielts & gre within 15 days ?,"opinion , best dating website ?",0,0.0,0.0,31,0.6857142857142857
400008,true love mean ?,meaning `` true love '' ?,0,0.0,0.0,15,0.8571428571428571
400009,would reliance jio 4g data packs cheaper telecom operators forever ?,cheap data plans reliance jio 4g offer ?,1,0.0,0.0,47,0.8837209302325582
400010,someone actually misotheist ?,universities offer phd degree sustainable energy ?,0,0.0,0.0,40,0.7428571428571429
400011,size volume photon ?,size photon ?,1,0.0,0.0,7,0.8461538461538461
400012,heaven really nice place ?,heaven like ?,1,0.0,0.0,14,0.782608695652174
400013,friendzoned ?,friendzoned ?,0,0.0,0.0,0,1.0
400014,people ask questions quora get answers googling ?,many people ask questions quora.com could easily find answers online ?,1,0.0,0.0,29,0.8205128205128205
400015,human race first intelligent life emerge universe ? could n't made contact alien life ?,"human beings intelligent create life , could n't escape death ?",0,0.0,0.0,42,0.9047619047619048
400016,"parents coming visit toronto first time . purchasing weekly pass ( ttc ) , need show id ?",anyone help critique two web analysis reports created ? first time web analysis need expert web analyst show mistakes and/or need improvements .,0,0.0,0.0,101,0.8518518518518519
400017,superstition itchy foreheads ?,superstition itchy hands ?,0,0.0,0.0,6,0.9696969696969697
400018,mean guy texts girl `` nothing much interested talk '' ?,text girl met ?,0,0.0,0.0,41,0.625
400019,purpose human existence vast universe ?,humans created ? purpose human existence ?,1,0.0,0.0,30,0.9411764705882353
400020,study two associate 's degrees ?,n't study 2 languages ?,0,0.0,0.0,23,0.7333333333333333
400021,m.tech programme iiit bangalore really good ?,m.tech computer science iiit-bangalore ?,0,0.0,0.0,26,0.8717948717948718
400022,human dating rituals ?,niels bohr considered one greatest physicsts time ?,0,0.0,0.0,41,0.7878787878787878
400023,hide followers list twitter others profile page ?,stop someone following twitter ?,0,0.0,0.0,36,0.8387096774193549
400024,was/were reason/s behind decline indus valley civilization ?,harappan indus valley civilizations disappear ?,1,0.0,0.0,39,0.9
