id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
64000,confederate states america formed ?,confederate states america form ?,0,0.7602522330462168,0.6,2,1.0
64001,functions liver pancreas ?,exocrine function pancreas ?,0,0.0,0.0,14,0.9032258064516129
64002,entire brain pick changes neural activity means reading change em field caused localized activity ?,entire brain pick changes neural activity means reading change em field caused localized activity ?,1,0.0,0.0,0,1.0
64003,performing convolution python involving really small numbers . way convolution without losing precision ?,large python handle big number ?,0,0.0,0.0,83,0.8292682926829268
64004,quora : ask question quora wont get marked needing improvement ?,last questions asked marked needing improvement ?,1,0.0,0.0,22,0.9230769230769231
64005,best technologies available ?,best technologies ?,1,0.0,0.0,10,0.9285714285714286
64006,india bad sports ?,india bad sports ?,1,0.0,0.0,0,1.0
64007,make 110v electric clothes dryer ?,laundry : possible set clothes fire dryer ?,0,0.0,0.0,24,0.717948717948718
64008,car maintenance : 's best synthetic oil use 2013 mazda 3 ?,n't mazda cars popular toyota honda cars ?,0,0.0,0.0,44,0.7906976744186046
64009,say like charges repel . protons remain stable nucleus spite like charges ?,wont positively charged protons lying together nucleus repel ?,1,0.0,0.0,49,0.8292682926829268
64010,one correct ? 'if ' 'if ' ?,say `` bare '' `` bear '' ?,0,0.0,0.0,21,0.47619047619047616
64011,general perception india indians around world ?,world 's perception india ?,1,0.0,0.0,29,0.9090909090909091
64012,best way get republic day tickets ?,stay delhi 24 26 jan visiting republic day parade 2017 ?,0,0.0,0.0,34,0.7272727272727273
64013,donald trump purposefully tanking election ?,donald trump covert operative clintons ?,1,0.0,0.0,21,0.8648648648648649
64014,donald trump win vote ?,donald trump got elected many people ?,1,0.0,0.0,19,0.8125
64015,"feminine man , embrace femininity ?","makes man 's posture , gait looks `` manly '' rigid ? feminine looking guy make look manly ?",0,0.0,0.0,70,0.6666666666666666
64016,integrity look like ?,integrals ?,0,0.0,0.0,12,0.782608695652174
64017,could please give weight loss advice husband ?,safe successful weight loss program ?,1,0.0,0.0,28,0.8108108108108109
64018,prove f monotone function interval f measurable interval ?,prove f monotone function interval f measurable interval ?,1,0.0,0.0,0,1.0
64019,biggest problems philosophers solved ?,"came first , chicken egg ?",0,0.0,0.0,29,0.625
64020,candela ? used ?,check ibps po prelims score ?,0,0.0,0.0,23,0.5
64021,difference beteween hurrican typhoon ?,difference hurricane typhoon ?,1,0.0,0.0,10,0.9411764705882353
64022,safety precautions handling shotguns proposed nra montana ?,safety precautions handling shotguns proposed nra kentucky ?,1,0.0,0.0,6,0.95
64023,black magic ?,black magic ? use black magic ? explain .,1,0.0,0.0,28,0.7407407407407407
64024,difference tort crime ?,tort law differ criminal law ?,0,0.0,0.0,23,0.8888888888888888
64025,many days money refund bank failed internet banking transaction per rbi guidelines ?,difference bank rate repo rate respect rbi ?,0,0.0,0.0,58,0.8648648648648649
64026,many linux users use antivirus software ?,use linux making software website ?,0,0.0,0.0,27,0.8648648648648649
64027,like homeless college student ?,homeless college students ?,0,0.0,0.0,6,0.9333333333333333
64028,historical event find interesting ?,historical event interesting ?,1,0.0,0.0,5,0.9375
64029,20 days study 2nd year mbbs annual exam . study pass get good marks ?,"wish study 2nd year mbbs , clinical posting pg entrance exam manage schedule ? study ?",0,0.0,0.0,53,0.8260869565217391
64030,books entrepreneurs must read ?,books entrepreneurs must read ?,1,0.0,0.0,0,1.0
64031,material culture non material culture differ ?,material non material culture ? differ ?,1,0.0,0.0,10,1.0
64032,exactly means girl stares ?,mean girl stares looking ?,0,0.0,0.0,17,0.8275862068965517
64033,"sex addiction : masturbation ethically wrong thing , fantasizing naked women ?",masturbating wrong ?,0,0.0,0.0,59,0.7
64034,stories chinese literature deal people 's civil liberties historical expansion thereof ?,start chinese literature history ?,0,0.0,0.0,57,0.7777777777777778
64035,best laptops one go range 20k ?,best laptop inr 20k ?,1,0.0,0.0,11,0.9375
64036,good ui designer ?,become good ui designer ?,1,0.0,0.0,7,0.88
64037,$ % $ ! # $ dirty beer ?,"computer mouse used school , one day went pe one took ?",0,0.0,0.0,43,0.42424242424242425
64038,start become good content writer ?,become content writer ?,0,0.0,0.0,11,0.8571428571428571
64039,west bengal new kashmir ?,"west bengal new kashmir making ? whose politics blamed , since bjp ?",0,0.0,0.0,43,0.8421052631578947
64040,happened jeremy m. thompson ?,jeremy m. thompson 's account deactivated ?,1,0.0,0.0,32,0.8648648648648649
64041,"religious communities scatter flee country , would called ? please define meaning diaspora .","religious communities scatter flee country , would called ? please define meaning diaspora .",1,0.0,0.0,0,1.0
64042,reasons gfci might reset ? fixed ?,cause amp distortion fixed ?,0,0.0,0.0,20,0.8823529411764706
64043,purpose rotating tower dubai ?,concept behind dubai rotating tower ?,0,0.0,0.0,24,0.9090909090909091
64044,"'s worse , trump clinton ?",'s worse donald trump hillary clinton ?,1,0.0,0.0,14,0.8648648648648649
64045,best way make suicide look like accident ?,make suicide look like accidental death ?,1,0.0,0.0,17,0.8823529411764706
64046,sells best fried chicken ?,best way fry chicken ?,0,0.0,0.0,11,0.8387096774193549
64047,bhagat singh revered pakistan india ?,bhagat singh popular pakistan also ?,0,0.0,0.0,12,0.8125
64048,best ways improve english 'm good english ?,improve fluency english ?,1,0.0,0.0,24,0.7692307692307693
64049,women know feel erection clitoris without looking vulva ?,feel like woman rub clitoris ?,0,0.0,0.0,42,0.8947368421052632
64050,get dermal chest piercings ?,dermal piercings ?,0,0.0,0.0,10,0.9333333333333333
64051,mean someone views profile linkedin linkedin lists viewed `` homepage ? '',`` found via homepage '' linkedin mean clicked external link profile instead direct search ?,0,0.0,0.0,65,0.9130434782608695
64052,best books ssc cgl tier 1 2 preparation ?,give mock tests ssc cgl 2017 tier 1 & 2 ?,0,0.0,0.0,28,0.7567567567567568
64053,vegetation grow humid continental climate ?,vegetation grows humid continental climate ?,1,0.0,0.0,1,0.972972972972973
64054,www.socialtrade.biz scam ?,socialtrade.biz work ?,0,0.0,0.0,8,0.9411764705882353
64055,best protein powder gain muscle mass ?,one best protein powder gaining muscle weight ?,1,0.0,0.0,13,0.9743589743589743
64056,muslims considerd minority even though minorities ?,"whenever come across word `` minorities , '' muslims always come mind even though minority groups india ? never speak rights ?",1,0.0,0.0,85,0.8372093023255814
64057,change profile pic quora ?,change profile picture quora ?,1,0.0,0.0,4,0.9696969696969697
64058,clean master really works ?,apps like clean master really work ?,1,0.0,0.0,11,0.9375
64059,n't railway stations rigorous security checks like airports ?,feel guilty love ?,0,0.0,0.0,50,0.625
64060,interview process bpo ?,certificate course world tour manager thomas cook ?,0,0.0,0.0,38,0.6470588235294118
64061,worth joining abhyaas edu corp cat preparation hyderabad ?,"wise join cl cat preparation , concentrating gmat ?",0,0.0,0.0,38,0.7894736842105263
64062,"got 325 gre , cgpa 8.8 , work ex 2.5 , research papers . best universities us get admit mis ?","darkness absence light , light absence darkness ?",0,0.0,0.0,73,0.7111111111111111
64063,far away technology required construct space elevator ?,"far away star , space temperature stable ? much ?",0,0.0,0.0,36,0.75
64064,north african arabs ethnically african ?,"tunisians arabs , africans , north african arabs ?",0,0.0,0.0,31,0.8387096774193549
64065,much youtuber 1 million subscribers earn year ?,many youtube bloggers currently 1 million subscribers ( august 2014 ) ?,0,0.0,0.0,34,0.8292682926829268
64066,hp officejet 4620 airprint compare hp designjet z5400 44-in postscript printer ?,hp officejet 4620 airprint compare hp laserjet pro p1102w printer ?,0,0.0,0.0,25,0.8333333333333334
64067,"former british colonies well compared spanish/portuguese/french colonies ( exceptions , general trend obvious ) ?",cricket popular us despite part former british colonies ?,0,0.0,0.0,86,0.8085106382978723
64068,people dislike hillary clinton ? done wrong ?,reasons people dislike hillary clinton ?,1,0.0,0.0,21,0.9444444444444444
64069,reason gravity ?,gravity ? electromagnetic sound wave ?,1,0.0,0.0,30,0.8125
64070,site provides us various offers fitness along booking villa mauritius ?,much money time would take become doctor india much us indian wants ?,0,0.0,0.0,57,0.8
64071,african people richer indian people ?,argentinean people richer brazilian people ?,0,0.0,0.0,13,0.8
64072,disney successful ?,disney designs experience ?,0,0.0,0.0,16,0.72
64073,review pains autumn ( 2009 movie ) ?,review autumn ( 2009 movie ) ?,0,0.0,0.0,6,0.9473684210526315
64074,"methods followed make document accessible , people disabilities ?",love life ?,0,0.0,0.0,56,0.4827586206896552
64075,rail ?,ruby rails ?,0,0.0,0.0,6,0.75
64076,significance south china sea china ?,south china sea dispute ?,0,0.0,0.0,20,0.8571428571428571
64077,spring framework worth learning ?,spring framework great future ? worth learn ?,1,0.0,0.0,18,0.972972972972973
64078,united states give much foreign aid pakistan ?,pakistan becoming black hole international foreign aid investments ?,0,0.18351181978138345,0.0,43,0.926829268292683
64079,good ways improve mathematics competitive programming ?,foundation mathematics weak . improve face competitive programming ?,1,0.0,0.0,33,0.8780487804878049
64080,get famous musical.ly ?,ways get famous vine ?,0,0.0,0.0,14,0.8125
64081,top xbox one games ?,best game xbox one ?,1,0.0,0.0,14,0.96
64082,good introductory resources exploratory data analysis ?,resources would suggest historian interested exploratory data analysis ?,0,0.0,0.0,35,0.9473684210526315
64083,psychopaths manipulate ?,manipulate psychopath ?,0,0.0,0.0,17,1.0
64084,favorite music listen traveling ?,favorite music listen tripping ?,1,0.0,0.0,4,0.9714285714285714
64085,per capita income come existence ?,per capita income ?,0,0.0,0.0,15,0.9230769230769231
64086,bruce lee lived ?,bruce lee like person ?,0,0.0,0.0,8,0.72
64087,medical school : best books mbbs 1st year ?,books buy 1st year mbbs ?,1,0.0,0.0,30,0.7878787878787878
64088,corrupt indian politician ?,corrupt indian politician till date ?,1,0.0,0.0,10,0.9629629629629629
64089,robots artificial intelligence take jobs ?,reality robots take jobs ?,1,0.0,0.0,25,0.8387096774193549
64090,get bored people quickly ?,get bored people easily ?,1,0.0,0.0,5,0.8125
64091,successful demonstrations levitation using gyroscopes mercury ?,use large gyroscopes extract energy earth rotation ?,0,0.0,0.0,49,0.8421052631578947
64092,going war india pakistan near future ?,"war starts india pakistan , nuclear war ?",1,0.0,0.0,19,0.8235294117647058
64093,many atheist quora ?,way find many atheists quora ?,1,0.0,0.0,10,0.9090909090909091
64094,happens pluck white hair ?,plucking gray hairs make grow back ?,0,0.0,0.0,28,0.8333333333333334
64095,feel love someone ?,feel love someone ?,1,0.0,0.0,0,1.0
64096,free calling app make call without mobile verification ?,make free calls without internet ?,0,0.0,0.0,34,0.8717948717948718
64097,best part-time jobs idle housewife ?,best job earn housewife ?,1,0.0,0.0,15,0.8333333333333334
64098,risk free interest rate ?,interest rate relatively risk-free investments ? ?,0,0.0,0.0,35,0.8148148148148148
64099,one develop good presence mind ?,increase presence mind ?,1,0.0,0.0,14,0.8148148148148148
64100,would better humans would two hearts ?,would feasible genetically engineer humans two hearts ?,0,0.0,0.0,30,0.8648648648648649
64101,advertising puffs ?,site post free classified ads ?,0,0.0,0.0,24,0.7586206896551724
64102,"engineering student work experience , eligible apply harvard/cambridge/london business school ?","60 % aggregate ece ( electronics ) stream . planning pursue ms us , n't work experience . preparing gre ielts . get good us universities academic score apply ms working company ?",0,0.0,0.0,129,0.8214285714285714
64103,philosophy science ?,first : science philosophy ?,0,0.0,0.0,19,0.8571428571428571
64104,least useful courses people typically take degree criminology ?,least useful courses people typically take degree anthropology ?,0,0.0,0.0,7,0.95
64105,best camping tools gadgets ?,best camping gadgets tools ?,1,0.0,0.0,12,1.0
64106,difficult challenges faced ?,difficult challenge faced choose multiple options ?,0,0.0,0.0,25,0.9090909090909091
64107,restore expired youtube offline videos get deactivated time ?,( random promoted ) video youtube gets many views within time hours ?,0,0.0,0.0,44,0.8181818181818182
64108,good chances getting call one old iims ?,us ' good intention less justify failure wars democracy ?,0,0.0,0.0,38,0.7777777777777778
64109,ask someone mentor ?,ask someone n't know mentor ?,0,0.0,0.0,9,0.9166666666666666
64110,freeze whenever 'm confrontation argument ca n't think anything say later . fix ?,husband get bad argument always says `` maybe n't together . '' response ?,0,0.0,0.0,66,0.7659574468085106
64111,fastest way get level 3 cs : go ?,best way getting knife cs go ?,0,0.0,0.0,16,0.75
64112,music important lives ?,music education important ?,0,0.0,0.0,16,0.9032258064516129
64113,sequoia capital still influential vc firm silicon valley ?,vc firm lost money silicon valley ?,0,0.0,0.0,34,0.9142857142857143
64114,"total cost three books four pens rs . 520 cost one book twice much pen , cost one pen ?",total cost three books four pens rs 520.the cost one book twice much pen . cost one pen ?,1,0.0,0.0,7,0.9795918367346939
64115,control sleep office ?,control sleep ?,0,0.0,0.0,7,0.9166666666666666
64116,best financial planning firms india ?,best financial planning software available india ?,0,0.0,0.0,16,0.8888888888888888
