id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
180001,best b2b website ?,best b2b website world ?,0,0.8917023693722841,0.75,6,0.8181818181818182
180002,arthur memes popular recently ?,give neet coaching class 11 ?,0,0.0,0.0,24,0.7096774193548387
180003,donald trump becoming president affect indian students trying pursue masters america ?,would trump presidency affect indian students us ?,1,0.0,0.0,41,0.9230769230769231
180004,benefits calcarea phosphorica 6x medicine 3 years baby ?,"wise parent declare certain activities 3 1/2 year old `` babies , children , ? ''",0,0.0,0.0,64,0.75
180005,never say someone stressed ?,blood vessels constrict injury ?,0,0.0,0.0,25,0.7333333333333333
180006,anyone attend ibm drive september 2016 bangalore post associate system engineer ?,in-hand salary associate system engineer ibm gbs training bengaluru ? happens training ?,0,0.0,0.0,65,0.8181818181818182
180007,good sites download ebooks ?,best sources free ( paid ) e-books ?,0,0.0,0.1428571428571429,20,0.6470588235294118
180008,world going end ?,world end ?,0,0.24229398244769834,0.0,6,0.9
180009,mind blowing gadgets people 2016 ?,mind blowing computer gadgets people ?,0,0.0,0.0,14,0.8205128205128205
180010,ias/ifs/irs officers make good money afford travel world personal expense ?,many foreign trips average ias officer make year ?,0,0.10269788078606948,0.0,55,0.8780487804878049
180011,clitoris penis ?,really large clitoris anatomically similar really small penis ?,1,0.0,0.0,47,0.8571428571428571
180012,"best places visit kanhangad , kerala ?",best places visit 3-day trip around kerala ?,1,0.06487556676654178,0.11111111111111116,15,0.8
180013,"good neural network ai books kids , like dummies series head first series , basic coding hardware kits ?",epic series books good harry potter ?,0,0.0,0.0,82,0.7692307692307693
180014,political views charles dickens ?,charles dickens true realist ?,0,0.0,0.0,25,0.8484848484848485
180015,prime minister member loksabha india ?,ways make soap cap ?,0,0.0,0.0,28,0.6206896551724138
180016,exactly journalism ?,lutyen ’ journalism ?,0,0.0,0.0,8,0.9090909090909091
180017,know love someone ?,come know love ?,1,0.0,0.0,13,0.9090909090909091
180018,many days survive without eating ?,dog survive without eating many days ?,0,0.0,0.0,18,1.0
180019,far take ( ) japanese students go school ?,( ) japanese women take husband 's name ?,0,0.0,0.0,30,0.7804878048780488
180020,best hiking boots women ?,best hiking boots ?,0,0.0684162821121908,0.19999999999999996,6,0.9230769230769231
180021,overcome lonliness ?,get lonliness ?,1,0.0,0.0,7,0.7272727272727273
180022,islam really peaceful religion ?,islam `` peaceful '' religion ?,1,0.0,0.0,9,0.9142857142857143
180023,king sports ?,king ?,0,0.0,0.0,7,0.7058823529411765
180024,"could change one law , would ?","could change law , would ?",1,0.0,0.0,4,1.0
180025,male sports reporters go female dressing rooms ?,hottest female sports anchors journalists ?,0,0.0,0.0,36,0.8235294117647058
180026,tax : get tax reduction indonesia legally ?,tamil song `` chozhan ecstasy '' ?,0,0.0,0.0,32,0.7222222222222222
180027,left 4 months jee mains . ?,timetable prepare jee mains 4 months left n't started yet ?,1,0.0,0.0,41,0.8108108108108109
180028,think anonymous ?,think 'anonymous ' option quora ?,1,0.0,0.0,16,0.8666666666666667
180029,"major effects cambodia earthquake , effects compare vailfivia earthquake 1960 ?","major effects cambodia earthquake , effects compare iquique earthquake 1877 ?",1,0.0,0.0,10,0.8627450980392157
180030,terraform mars decade ?,terraform mars ?,0,0.0,0.0,7,0.9090909090909091
180031,'s difference electric field magnetic field ?,difference electric field magnetic field ? equation equations relate form electromagnetic field ?,1,0.0,0.0,58,0.8823529411764706
180032,best car technology based car gadgets ?,best car gadgets tools ?,1,0.05298261237909365,0.16666666666666663,23,0.896551724137931
180033,indore fashionable women ?,appeal handbags ?,0,0.0,0.0,20,0.7142857142857143
180034,college confidential memes ?,college confidential ?,0,0.0,0.0,6,0.9285714285714286
180035,anyone hack instagram account ?,recover hacked instagram ?,0,0.0,0.0,15,0.8823529411764706
180036,cheat life ?,cheat life ?,0,0.0,0.0,0,1.0
180037,mean phone rings goes straight voicemail ?,calls go straight voicemail somebody 's phone texts go ?,0,0.0,0.0,43,0.8717948717948718
180038,niantic 's criteria `` tiny rattata '' `` big magikarp '' pokémon go ?,pokémon go introduce generation pokémon ?,0,0.0,0.0,50,0.8108108108108109
180039,best line said someone ?,best motivational line said someone ?,0,0.08099987759326524,0.16666666666666663,13,0.9629629629629629
180040,ios developers use android phones ?,ios developers use android phone ?,1,0.0,0.0,1,1.0
180041,oakland gentrifying ?,increasing influx professional workers affect oakland ?,0,0.0,0.0,45,0.8
180042,much doctor `` doctor '' sleep ?,steven moffat ruining doctor ?,0,0.0,0.0,26,0.6666666666666666
180043,rationale behind introducing 2000 rupee notes ?,rbi issuing 2000 rupee notes ?,1,0.0,0.0,19,0.8571428571428571
180044,get touch underground hackers ?,get hacker ?,1,0.0,0.0,19,0.8
180045,favorite vegetable ?,'s least favorite vegetable ?,0,0.0,0.0,9,0.9285714285714286
180046,girlfriend feel nauseous sex ?,feel nauseous sex ?,0,0.0,0.0,11,0.8461538461538461
180047,difference pour-plate method spread-plate method isolation bacterial colonies ?,isolation pure culture streak plate method achieved ?,0,0.0,0.0,48,0.8717948717948718
180048,croatian friend needs travel uk us next thursday . visa waiver program n't cover croatia 's fastest approach ?,send passport via courier internationally another country 's immigration office ?,0,0.0,0.0,82,0.9166666666666666
180049,"would cause sunset look completely rainbow , like gasoline water ?",would draining water look like earth n't tilted 's axis ?,0,0.0,0.0,43,0.7804878048780488
180050,better alternative canva ?,good alternatives canva ?,1,0.0,0.0,7,0.8148148148148148
180051,win girl ?,win girl really love ?,0,0.0,0.0,12,0.7619047619047619
180052,disgusting thing ever happened life ?,draw velocity triangles relative velocity draw procedure followed ?,0,0.0,0.0,46,0.8648648648648649
180053,buy house san diego area ?,affordable housing units san diego good area ?,0,0.0,0.0,23,0.875
180054,united states drop 2 atomic bombs japan ww2 ?,"would happened us decided invade japan full military might , instead dropping atomic bombs hiroshima nagasaki ?",0,0.0,0.0,78,0.8
180055,indian gdp affected banning 500 1000 rupees notes ?,scraping 500 1000 rupees change anything reality ?,1,0.0,0.0,42,0.8205128205128205
180056,get flip flops ?,flip flops ?,0,0.0,0.0,4,0.8421052631578947
180057,germany japan recover short amount time ww2 ?,germany japan recover efficiently ww2 disasters ?,1,0.0,0.0,23,0.8837209302325582
180058,reduce belly fat minimal time ?,way reduce fat belly ?,1,0.0,0.0,21,0.8666666666666667
180059,hierarchy mckinsey & company ?,"apply consulting company ( bcg , mckinsey , etc . ) rule ?",0,0.0,0.0,41,0.717948717948718
180060,people think permanent court arbitration ?,tribunal hague fake un-backed tribunal world ?,0,0.0,0.0,37,0.8108108108108109
180061,lost pan card want new one old pan number . proceed ?,lost pan card ?,0,0.0,0.0,38,0.8
180062,mean three dogs chasing dream ?,mean dream group dangerous dogs chasing bite ?,1,0.0,0.0,24,0.9090909090909091
180063,possible insulate house inside ?,insulate house inside ?,1,0.0,0.0,9,0.9285714285714286
180064,best high-end preschools wichita ? makes good special ?,best high-end preschools queens ? makes good special ?,0,0.05074168590365637,0.11111111111111116,7,0.9302325581395349
180065,get paid paytm someone transfer bank account ?,possible transfer money paytm bank account ?,1,0.0,0.0,25,0.9230769230769231
180066,notes rs . 2000 really embedded gps chip ?,true new 2000 rupees notes gps chips ?,1,0.0,0.0,21,0.7692307692307693
180067,girls women loves get nice remarks cool compliments booty ?,n't know women insecure looks . bad compliment girls say look good makeup ?,0,0.0,0.0,52,0.8837209302325582
180068,bb gun ?,bb guns function ?,0,0.0,0.0,10,0.6666666666666666
180069,tools used geographers ?,geographic tools ?,0,0.0,0.0,18,0.8571428571428571
180070,"dubai one ca n't use skype , facetime whatsapp calling ?",overcome ban whatsapp dubai use call feature whatsapp ?,0,0.0,0.0,40,0.8444444444444444
180071,best investment india ?,best investment options india ?,1,0.10488277143174644,0.16666666666666663,8,0.9230769230769231
180072,take urjit patel new rbi governor ?,urjit patel right rbi governor india ?,1,0.0,0.0,16,0.8888888888888888
180073,nsitians think iiit ?,nsitians think iiit h ?,0,0.0,0.0,2,1.0
180074,best portraits ? canon nikon ?,"best camera maker , canon nikon ?",1,0.06434347029531884,0.16666666666666663,11,0.896551724137931
180075,versace mean italian ? brand get name ?,versace logo mean ? designed ?,0,0.0,0.0,21,0.9032258064516129
180076,last longer sex ?,women last longer sex ?,0,0.0,0.0,6,0.9230769230769231
180077,trump ?,trump office ?,0,0.0,0.0,7,0.7368421052631579
180078,"play high graphic online game lg 32 inch , 1080 pixel smart tv ? connect joysticks tv ?",connected philips fidelio soundbar lg smart tv via hdmi arc . hear sound unable adjust volume via tv . fix ?,0,0.0,0.0,81,0.7450980392156863
180079,contractor used gutter flashing installing new roof & gutters ?,progress life clearly see career going gutter ?,0,0.0,0.0,42,0.8333333333333334
180080,gay marriage legalized ?,gay marriage get legalized america ?,1,0.0,0.0,12,0.9230769230769231
180081,best substitutes diastatic malt powder ?,best substitutes non diastatic malt powder ?,1,0.055664572979903605,0.125,4,0.9714285714285714
180082,active metal periodic table special properties ?,know radioactive elements stars 84 periodic table one element radioactive 84 promethium . 61 ?,0,0.0,0.0,56,0.7619047619047619
180083,simplify square root 18 ?,simplify square root 15 ?,0,0.0,0.0,1,0.9444444444444444
180084,corruption government exist usa ?,"corruption exist usa , yes form ?",1,0.0,0.0,19,0.8571428571428571
180085,best android launcher ?,good android launchers ?,1,0.08635619674204684,0.0,5,0.9032258064516129
180086,direct comparison flops ghz ?,"cpu buy , amd intel ?",0,0.0,0.0,24,0.6857142857142857
180087,amazing facts taarak mehta ka ooltah chashmah ( tv series ) ?,"taarak mehta ka ooltah chasmah set delhi ( bangalore ) instead mumbai , would like ?",0,0.0,0.0,59,0.8181818181818182
180088,send virus cell phone via text ?,send virus another cell phone via text ?,1,0.0,0.0,8,1.0
180089,"`` trippy films '' ( e.g . qatsi trilogy , baraka , samsara ) affect relative ratio brain waves ( alpha/beta/gamma/theta/delta ) ? effects differ meditation ?",gamma waves produced human brain ?,0,0.0,0.0,136,0.72
180090,ebay really help get ebay account unrestricted ?,hard get ebay api key ebay affiliate account ?,0,0.0,0.0,34,0.9230769230769231
180091,key safe nuka-cola factory fallout 3 ?,get vault 34 fallout new vegas ?,0,0.0,0.0,27,0.7272727272727273
180092,best new outdoor technology inventions ?,best technology inventions gadgets ?,0,0.0638894095594319,0.16666666666666663,20,0.8888888888888888
180093,best method seduce german girl/woman ?,best method propose girl way refuse ?,0,0.05852034390080073,0.1428571428571429,20,0.85
180094,legally download korean dramas free ?,download korean dramas free ?,0,0.0,0.0,8,0.9333333333333333
180095,create effective professional linkedin profile page ?,create professional linkedin profile ?,1,0.0,0.0,15,0.9411764705882353
180096,raise confidence level ?,increase confidence level ?,1,0.0,0.0,5,1.0
180097,show heat flux perpendicular surface ansys ?,see flux surface figure zero ?,0,0.0,0.0,28,0.7428571428571429
180098,one tell whether male couple good friends gays ?,one tell whether female couple good friends lesbians ?,0,0.0,0.0,8,0.9523809523809523
180099,become millionaire ?,become millionaire pakistan ?,0,0.0,0.0,9,0.8571428571428571
180100,many questions president elect trump getting flagged needing improvement many clear concise ?,questions quora flagged needing improvement ’ need improvement ?,1,0.0,0.0,50,0.926829268292683
180101,anyone got large pores cured permanantly ?,n't philippines industrialize way japan/south korea economy ?,0,0.0,0.0,46,0.7804878048780488
180102,best ecommerce platforms ?,ecommerce platform best ?,1,0.07897060337459053,0.19999999999999996,9,1.0
180103,mulims vote trump wants ban hillary wants bomb ?,choose ex crush would choose ?,0,0.0,0.0,37,0.625
180104,"google analytics - custom report set metric `` page/sessions '' dimension drilldowns `` page '' , exactly measure ?","tools help check page speed landing page ( website , landing page thank page ) ?",0,0.0,0.09999999999999998,79,0.6956521739130435
