id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
144001,automatic manual transmissions differ ?,"one better , automatic transmission manual transmission ?",1,0.6145339929206908,0.33333333333333337,34,0.875
144002,"achievements rahul gandhi , qualify office prime minister india ?","would best prime minister : narendra modi , arvind kejriwal , rahul gandhi , ?",0,0.0,0.0,59,0.8085106382978723
144003,best blogging engine programmer ?,best blog ?,0,0.0,0.0,22,0.75
144004,perpetual motion possible practically ?,perpetual motion machine theoretically possible ?,1,0.0,0.0,21,0.9714285714285714
144005,inbox shows 1 unread email even though unread emails . using google chrome . tried searching `` : unread : anywhere '' . n't work . could anyone tell fix ?,"1 month , jabong n't deliver product yet . tried contacting multiple times n't even reply emails . ?",0,0.0,0.0,111,0.8363636363636363
144006,universities omega protein recruit new grads ? majors looking ?,universities omega flex recruit new grads ? majors looking ?,0,0.0,0.0,6,0.9302325581395349
144007,"suitable solar panel installation provider azusa , california ca ?","suitable solar panel installation provider near azusa , california ca ?",1,0.0,0.0,5,1.0
144008,food one eat eat reduce blood esr level ?,eating meat improve haemoglobin level blood ?,0,0.08083797649080783,0.0,32,0.7272727272727273
144009,", modiji worked improvement india ?",next prime minister india 2019 ?,0,0.0,0.0,27,0.6470588235294118
144010,books read improve general knowledge ?,books study improve general knowledge aptitude test ?,1,0.0,0.0,18,0.9230769230769231
144011,withdraw money non home branch passbook ?,charges withdraw cash non-home branch ?,0,0.0,0.0,23,0.8648648648648649
144012,damaging natural disaster ?,worst damaging natural disaster potentially happen earth future ?,1,0.0,0.0,38,0.8235294117647058
144013,increase traffic soon blog ?,generate traffic blog ?,1,0.0,0.0,10,0.9655172413793104
144014,english important ?,important english ?,0,0.0,0.0,16,1.0
144015,one suggest best foods gaining weight ?,best diet gain weight ?,1,0.10640263726553564,0.0,20,0.896551724137931
144016,best moment life ?,best moment ?,1,0.0,0.0,5,0.8571428571428571
144017,much water sea ocean ?,much water sea ?,0,0.0,0.0,6,0.9230769230769231
144018,future petroleum engineer ?,future petroleum engineering career choice ?,0,0.0,0.0,17,0.9032258064516129
144019,pakistanis think pakistan occupied kashmir ?,pakistan occupy kashmir ?,0,0.0,0.0,20,0.9090909090909091
144020,see private instagram ?,view someone 's profile private instagram ?,1,0.0,0.0,20,0.8387096774193549
144021,best conversations manager ?,best conversations ?,0,0.0,0.0,8,0.9285714285714286
144022,"want pursue b sc . ( hons . ) cource physics , class 12 pcm . colleges take admission ?","want take admission b.tech ( cse ) , n't study class 12 well . ?",0,0.0,0.0,62,0.9259259259259259
144023,matter exist big bang ?,alternate theories singularity existing t=0 big bang ? else could existed big bang ?,1,0.0,0.0,62,0.7058823529411765
144024,best way invest money money ?,best way invest money banks ?,0,0.0,0.0,4,0.9655172413793104
144025,best photo clicked using phone camera ?,camera phones and/or phone apps take best low light photos compared phone options ?,0,0.0,0.0,62,0.926829268292683
144026,taco bell make fried chicken shell taco ?,taco bell make cinnamon twists ?,0,0.0,0.0,20,0.8484848484848485
144027,raw honey healthier pasteurized honey ?,honey pasteurized ?,0,0.0,0.0,20,0.9411764705882353
144028,events ( leisure ) : organizer color run ?,review events ( leisure ) ?,0,0.0,0.0,29,0.7878787878787878
144029,big bang occur ?,big bang created ?,1,0.0,0.0,7,0.782608695652174
144030,retrieve gmail password ?,recover gmail password ?,1,0.0,0.0,5,0.9375
144031,die ?,die ?,0,0.0,0.0,0,1.0
144032,add article wikipedia ?,publish article life dreams wikipedia ?,1,0.0,0.0,19,0.8125
144033,forget someone loved heart ?,forget loved one ?,1,0.0,0.0,13,0.8571428571428571
144034,coward running away 3 people already managed hit times ?,guy like move away every time 'm close looks distance ?,0,0.0,0.0,45,0.8571428571428571
144035,"full forms `` vi '' , '' vim '' , `` gcc '' commands linux ?",keyboard brian bi use ?,0,0.0,0.0,51,0.5882352941176471
